Id	Spelling	Transcription	IsKeyComponent
L03S02W03	hela	 hela 	0
L03S02W04	mössor	 mössor 	0
L03S03W00	Elsa	 ² ɛ̝ lː . s a 	0
L03S03W01	lånar	 lånar 	0
L03S03W02	tre	 tre 	0
L03S03W03	mörka	 mörka 	0
L03S03W04	vantar	 vantar 	0
L03S04W00	Karin	 k ² ɑː . r ɪ n 	0
L03S04W01	visar	 visar 	0
L03S04W02	åtta	 åtta 	0
L03S04W03	gamla	 gamla 	0
L03S04W04	dukar	 dukar 	0
L03S05W00	Bosse	 b ² ʊ sː . e̞ 	0
L03S05W01	ägde	 ägde 	0
L03S05W02	sex	 sex 	0
L03S05W03	vackra	 vackra 	0
L03S05W04	ringar	 ringar 	0
L03S06W00	Peter	 p ˈ eː . t e̞ r 	0
L03S06W01	gav	 gav 	0
L03S06W02	två	 två 	0
L03S06W03	stora	 stora 	0
L03S06W04	bollar	 bollar 	0
L03S07W00	Britta	 b r ² ɪ tː . a 	0
L03S07W01	tog	 tog 	0
L03S07W02	arton	 arton 	0
L03S07W03	nya	 nya 	0
L03S07W04	pennor	 pennor 	0
L03S08W00	Svante	 s v ² a nː . t e̞ 	0
L03S08W01	har	 har 	0
L03S08W02	nio	 nio 	0
L03S08W03	fina	 fina 	0
L03S08W04	knappar	 knappar 	0
L03S09W00	Anna	 ² a nː . a 	0
L03S09W01	höll	 höll 	0
L03S09W02	elva	 elva 	0
L03S09W03	lätta	 lätta 	0
L03S09W04	korgar	 korgar 	0
L04S00W00	Peter	 p ˈ eː . t e̞ r 	0
L04S00W01	köpte	 köpte 	0
L04S00W02	två	 två 	0
L04S00W03	fina	 fina 	0
L04S00W04	knappar	 knappar 	0
L04S01W00	Bosse	 b ² ʊ sː . e̞ 	0
L04S01W01	gav	 gav 	0
L04S01W02	sex	 sex 	0
L04S01W03	nya	 nya 	0
L04S01W04	dukar	 dukar 	0
L04S02W00	Britta	 b r ² ɪ tː . a 	0
L04S02W01	flyttar	 flyttar 	0
L04S02W02	fyra	 fyra 	0
L04S02W03	lätta	 lätta 	0
L04S02W04	vantar	 vantar 	0
L04S03W00	Anna	 ² a nː . a 	0
L04S03W01	höll	 höll 	0
L04S03W02	tre	 tre 	0
L04S03W03	vackra	 vackra 	0
L04S03W04	ringar	 ringar 	0
L04S04W00	Svante	 s v ² a nː . t e̞ 	0
L04S04W01	visar	 visar 	0
L04S04W02	åtta	 åtta 	0
L04S04W03	stora	 stora 	0
L04S04W04	pennor	 pennor 	0
L04S05W00	Karin	 k ² ɑː . r ɪ n 	0
L04S05W01	tog	 tog 	0
L04S05W02	tolv	 tolv 	0
L04S05W03	mörka	 mörka 	0
L04S05W04	lådor	 lådor 	0
L04S06W00	Elsa	 ² ɛ̝ lː . s a 	0
L04S06W01	lånar	 lånar 	0
L04S06W02	arton	 arton 	0
L04S06W03	hela	 hela 	0
L04S06W04	bollar	 bollar 	0
L04S07W00	Jonas	 ʝ ² uː . n a s 	0
L04S07W01	ser	 ser 	0
L04S07W02	elva	 elva 	0
L04S07W03	svarta	 svarta 	0
L04S07W04	mössor	 mössor 	0
L04S08W00	Märta	 m ² ɛ̝ ʈː . a 	0
L04S08W01	ägde	 ägde 	0
L04S08W02	nio	 nio 	0
L04S08W03	gamla	 gamla 	0
L04S08W04	korgar	 korgar 	0
L04S09W00	Gustav	 ɡ ² ɵ sː . t ɑ v 	0
L04S09W01	har	 har 	0
L04S09W02	sju	 sju 	0
L04S09W03	ljusa	 ljusa 	0
L04S09W04	skålar	 skålar 	0
L05S00W00	Jonas	 ʝ ² uː . n a s 	0
L05S00W01	visar	 visar 	0
L05S00W02	arton	 arton 	0
L05S00W03	lätta	 lätta 	0
L05S00W04	korgar	 korgar 	0
L05S01W00	Anna	 ² a nː . a 	0
L05S01W01	gav	 gav 	0
L05S01W02	sju	 sju 	0
L05S01W03	fina	 fina 	0
L05S01W04	ringar	 ringar 	0
L05S02W00	Gustav	 ɡ ² ɵ sː . t ɑ v 	0
L05S02W01	köpte	 köpte 	0
L05S02W02	sex	 sex 	0
L05S02W03	hela	 hela 	0
L05S02W04	knappar	 knappar 	0
L05S03W00	Svante	 s v ² a nː . t e̞ 	0
L05S03W01	tog	 tog 	0
L05S03W02	nio	 nio 	0
L05S03W03	ljusa	 ljusa 	0
L05S03W04	dukar	 dukar 	0
L05S04W00	Bosse	 b ² ʊ sː . e̞ 	0
L05S04W01	höll	 höll 	0
L05S04W02	tre	 tre 	0
L05S04W03	mörka	 mörka 	0
L05S04W04	vantar	 vantar 	0
L05S05W00	Britta	 b r ² ɪ tː . a 	0
L05S05W01	har	 har 	0
L05S05W02	fyra	 fyra 	0
L05S05W03	vackra	 vackra 	0
L05S05W04	skålar	 skålar 	0
L05S06W00	Karin	 k ² ɑː . r ɪ n 	0
L05S06W01	ägde	 ägde 	0
L05S06W02	åtta	 åtta 	0
L05S06W03	nya	 nya 	0
L05S06W04	lådor	 lådor 	0
L05S07W00	Märta	 m ² ɛ̝ ʈː . a 	0
L05S07W01	lånar	 lånar 	0
L05S07W02	tolv	 tolv 	0
L05S07W03	stora	 stora 	0
L05S07W04	mössor	 mössor 	0
L05S08W00	Elsa	 ² ɛ̝ lː . s a 	0
L05S08W01	ser	 ser 	0
L05S08W02	två	 två 	0
L05S08W03	svarta	 svarta 	0
L05S08W04	pennor	 pennor 	0
L05S09W00	Peter	 p ˈ eː . t e̞ r 	0
L05S09W01	flyttar	 flyttar 	0
L05S09W02	elva	 elva 	0
L05S09W03	gamla	 gamla 	0
L05S09W04	bollar	 bollar 	0
L06S00W00	Elsa	 ² ɛ̝ lː . s a 	0
L06S00W01	flyttar	 flyttar 	0
L06S00W02	tre	 tre 	0
L06S00W03	stora	 stora 	0
L06S00W04	mössor	 mössor 	0
L06S01W00	Märta	 m ² ɛ̝ ʈː . a 	0
L06S01W01	tog	 tog 	0
