// Setup				
SequentiallyOrderedLists = True				
SequentiallyOrderedSentences = True				
SequentiallyOrderedWords = True				
SequentiallyOrderedPhonemes = True				
PresetLevel = ListCollection				
				
// Components				
// LinguisticLevel	Id	ParentId	PrimaryStringRepresentation	IsPractiseComponent
Phoneme	L10S04W00P01	L10S04W00	ɑː	False
Phoneme	L10S04W00P02	L10S04W00	r	False
Phoneme	L10S04W00P03	L10S04W00	ɪ	False
Phoneme	L10S04W00P04	L10S04W00	n	False
Word	L10S04W01	L10S04	ser	False
Phoneme	L10S04W01P00	L10S04W01	ser	False
Word	L10S04W02	L10S04	tre	False
Phoneme	L10S04W02P00	L10S04W02	tre	False
Word	L10S04W03	L10S04	fina	False
Phoneme	L10S04W03P00	L10S04W03	fina	False
Word	L10S04W04	L10S04	bollar	False
Phoneme	L10S04W04P00	L10S04W04	bollar	False
Sentence	L10S05	L10	Sentence05	False
Word	L10S05W00	L10S05	Britta	False
Phoneme	L10S05W00P00	L10S05W00	b	False
Phoneme	L10S05W00P01	L10S05W00	r	False
Phoneme	L10S05W00P02	L10S05W00	ɪ	False
Phoneme	L10S05W00P03	L10S05W00	tː	False
Phoneme	L10S05W00P04	L10S05W00	a	False
Word	L10S05W01	L10S05	visar	False
Phoneme	L10S05W01P00	L10S05W01	visar	False
Word	L10S05W02	L10S05	sex	False
Phoneme	L10S05W02P00	L10S05W02	sex	False
Word	L10S05W03	L10S05	hela	False
Phoneme	L10S05W03P00	L10S05W03	hela	False
Word	L10S05W04	L10S05	mössor	False
Phoneme	L10S05W04P00	L10S05W04	mössor	False
Sentence	L10S06	L10	Sentence06	False
Word	L10S06W00	L10S06	Peter	False
Phoneme	L10S06W00P00	L10S06W00	p	False
Phoneme	L10S06W00P01	L10S06W00	eː	False
Phoneme	L10S06W00P02	L10S06W00	t	False
Phoneme	L10S06W00P03	L10S06W00	e̞	False
Phoneme	L10S06W00P04	L10S06W00	r	False
Word	L10S06W01	L10S06	tog	False
Phoneme	L10S06W01P00	L10S06W01	tog	False
Word	L10S06W02	L10S06	elva	False
Phoneme	L10S06W02P00	L10S06W02	elva	False
Word	L10S06W03	L10S06	nya	False
Phoneme	L10S06W03P00	L10S06W03	nya	False
Word	L10S06W04	L10S06	vantar	False
Phoneme	L10S06W04P00	L10S06W04	vantar	False
Sentence	L10S07	L10	Sentence07	False
Word	L10S07W00	L10S07	Jonas	False
Phoneme	L10S07W00P00	L10S07W00	ʝ	False
Phoneme	L10S07W00P01	L10S07W00	uː	False
Phoneme	L10S07W00P02	L10S07W00	n	False
Phoneme	L10S07W00P03	L10S07W00	a	False
Phoneme	L10S07W00P04	L10S07W00	s	False
Word	L10S07W01	L10S07	har	False
Phoneme	L10S07W01P00	L10S07W01	har	False
Word	L10S07W02	L10S07	två	False
Phoneme	L10S07W02P00	L10S07W02	två	False
Word	L10S07W03	L10S07	lätta	False
Phoneme	L10S07W03P00	L10S07W03	lätta	False
Word	L10S07W04	L10S07	skålar	False
Phoneme	L10S07W04P00	L10S07W04	skålar	False
Sentence	L10S08	L10	Sentence08	False
Word	L10S08W00	L10S08	Gustav	False
Phoneme	L10S08W00P00	L10S08W00	ɡ	False
Phoneme	L10S08W00P01	L10S08W00	ɵ	False
Phoneme	L10S08W00P02	L10S08W00	sː	False
Phoneme	L10S08W00P03	L10S08W00	t	False
Phoneme	L10S08W00P04	L10S08W00	ɑ	False
Phoneme	L10S08W00P05	L10S08W00	v	False
Word	L10S08W01	L10S08	köpte	False
Phoneme	L10S08W01P00	L10S08W01	köpte	False
Word	L10S08W02	L10S08	nio	False
Phoneme	L10S08W02P00	L10S08W02	nio	False
Word	L10S08W03	L10S08	mörka	False
Phoneme	L10S08W03P00	L10S08W03	mörka	False
Word	L10S08W04	L10S08	lådor	False
Phoneme	L10S08W04P00	L10S08W04	lådor	False
Sentence	L10S09	L10	Sentence09	False
Word	L10S09W00	L10S09	Elsa	False
Phoneme	L10S09W00P00	L10S09W00	ɛ̝	False
Phoneme	L10S09W00P01	L10S09W00	lː	False
Phoneme	L10S09W00P02	L10S09W00	s	False
Phoneme	L10S09W00P03	L10S09W00	a	False
Word	L10S09W01	L10S09	ägde	False
Phoneme	L10S09W01P00	L10S09W01	ägde	False
Word	L10S09W02	L10S09	arton	False
Phoneme	L10S09W02P00	L10S09W02	arton	False
Word	L10S09W03	L10S09	stora	False
Phoneme	L10S09W03P00	L10S09W03	stora	False
Word	L10S09W04	L10S09	ringar	False
Phoneme	L10S09W04P00	L10S09W04	ringar	False
				
List	L11	Swedish Matrix Test (Hagerman)	Lista 11	False
Sentence	L11S00	L11	Sentence00	False
Word	L11S00W00	L11S00	Svante	False
Phoneme	L11S00W00P00	L11S00W00	s	False
Phoneme	L11S00W00P01	L11S00W00	v	False
Phoneme	L11S00W00P02	L11S00W00	a	False
Phoneme	L11S00W00P03	L11S00W00	nː	False
Phoneme	L11S00W00P04	L11S00W00	t	False
Phoneme	L11S00W00P05	L11S00W00	e̞	False
Word	L11S00W01	L11S00	lånar	False
Phoneme	L11S00W01P00	L11S00W01	lånar	False
Word	L11S00W02	L11S00	sex	False
Phoneme	L11S00W02P00	L11S00W02	sex	False
Word	L11S00W03	L11S00	ljusa	False
Phoneme	L11S00W03P00	L11S00W03	ljusa	False
Word	L11S00W04	L11S00	lådor	False
Phoneme	L11S00W04P00	L11S00W04	lådor	False
Sentence	L11S01	L11	Sentence01	False
Word	L11S01W00	L11S01	Peter	False
Phoneme	L11S01W00P00	L11S01W00	p	False
Phoneme	L11S01W00P01	L11S01W00	eː	False
Phoneme	L11S01W00P02	L11S01W00	t	False
Phoneme	L11S01W00P03	L11S01W00	e̞	False
Phoneme	L11S01W00P04	L11S01W00	r	False
Word	L11S01W01	L11S01	höll	False
Phoneme	L11S01W01P00	L11S01W01	höll	False
Word	L11S01W02	L11S01	sju	False
Phoneme	L11S01W02P00	L11S01W02	sju	False
Word	L11S01W03	L11S01	fina	False
Phoneme	L11S01W03P00	L11S01W03	fina	False
Word	L11S01W04	L11S01	skålar	False
Phoneme	L11S01W04P00	L11S01W04	skålar	False
Sentence	L11S02	L11	Sentence02	False
Word	L11S02W00	L11S02	Bosse	False
Phoneme	L11S02W00P00	L11S02W00	b	False
Phoneme	L11S02W00P01	L11S02W00	ʊ	False
Phoneme	L11S02W00P02	L11S02W00	sː	False
Phoneme	L11S02W00P03	L11S02W00	e̞	False
Word	L11S02W01	L11S02	köpte	False
Phoneme	L11S02W01P00	L11S02W01	köpte	False
Word	L11S02W02	L11S02	nio	False
Phoneme	L11S02W02P00	L11S02W02	nio	False
Word	L11S02W03	L11S02	hela	False
Phoneme	L11S02W03P00	L11S02W03	hela	False
Word	L11S02W04	L11S02	bollar	False
Phoneme	L11S02W04P00	L11S02W04	bollar	False
Sentence	L11S03	L11	Sentence03	False
Word	L11S03W00	L11S03	Jonas	False
Phoneme	L11S03W00P00	L11S03W00	ʝ	False
Phoneme	L11S03W00P01	L11S03W00	uː	False
Phoneme	L11S03W00P02	L11S03W00	n	False
Phoneme	L11S03W00P03	L11S03W00	a	False
Phoneme	L11S03W00P04	L11S03W00	s	False
Word	L11S03W01	L11S03	visar	False
Phoneme	L11S03W01P00	L11S03W01	visar	False
Word	L11S03W02	L11S03	arton	False
Phoneme	L11S03W02P00	L11S03W02	arton	False
Word	L11S03W03	L11S03	nya	False
Phoneme	L11S03W03P00	L11S03W03	nya	False
Word	L11S03W04	L11S03	dukar	False
Phoneme	L11S03W04P00	L11S03W04	dukar	False
Sentence	L11S04	L11	Sentence04	False
Word	L11S04W00	L11S04	Karin	False
Phoneme	L11S04W00P00	L11S04W00	k	False
Phoneme	L11S04W00P01	L11S04W00	ɑː	False
Phoneme	L11S04W00P02	L11S04W00	r	False
Phoneme	L11S04W00P03	L11S04W00	ɪ	False
Phoneme	L11S04W00P04	L11S04W00	n	False
Word	L11S04W01	L11S04	ser	False
Phoneme	L11S04W01P00	L11S04W01	ser	False
Word	L11S04W02	L11S04	två	False
Phoneme	L11S04W02P00	L11S04W02	två	False
Word	L11S04W03	L11S04	mörka	False
Phoneme	L11S04W03P00	L11S04W03	mörka	False
Word	L11S04W04	L11S04	ringar	False
Phoneme	L11S04W04P00	L11S04W04	ringar	False
Sentence	L11S05	L11	Sentence05	False
Word	L11S05W00	L11S05	Gustav	False
Phoneme	L11S05W00P00	L11S05W00	ɡ	False
Phoneme	L11S05W00P01	L11S05W00	ɵ	False
Phoneme	L11S05W00P02	L11S05W00	sː	False
Phoneme	L11S05W00P03	L11S05W00	t	False
Phoneme	L11S05W00P04	L11S05W00	ɑ	False
Phoneme	L11S05W00P05	L11S05W00	v	False
Word	L11S05W01	L11S05	flyttar	False
Phoneme	L11S05W01P00	L11S05W01	flyttar	False
Word	L11S05W02	L11S05	fyra	False
Phoneme	L11S05W02P00	L11S05W02	fyra	False
Word	L11S05W03	L11S05	gamla	False
Phoneme	L11S05W03P00	L11S05W03	gamla	False
Word	L11S05W04	L11S05	korgar	False
Phoneme	L11S05W04P00	L11S05W04	korgar	False
Sentence	L11S06	L11	Sentence06	False
Word	L11S06W00	L11S06	Märta	False
Phoneme	L11S06W00P00	L11S06W00	m	False
Phoneme	L11S06W00P01	L11S06W00	ɛ̝	False
Phoneme	L11S06W00P02	L11S06W00	ʈː	False
Phoneme	L11S06W00P03	L11S06W00	a	False
Word	L11S06W01	L11S06	tog	False
Phoneme	L11S06W01P00	L11S06W01	tog	False
Word	L11S06W02	L11S06	tolv	False
Phoneme	L11S06W02P00	L11S06W02	tolv	False
Word	L11S06W03	L11S06	svarta	False
Phoneme	L11S06W03P00	L11S06W03	svarta	False
Word	L11S06W04	L11S06	vantar	False
Phoneme	L11S06W04P00	L11S06W04	vantar	False
Sentence	L11S07	L11	Sentence07	False
Word	L11S07W00	L11S07	Anna	False
Phoneme	L11S07W00P00	L11S07W00	a	False
Phoneme	L11S07W00P01	L11S07W00	nː	False
Phoneme	L11S07W00P02	L11S07W00	a	False
Word	L11S07W01	L11S07	har	False
Phoneme	L11S07W01P00	L11S07W01	har	False
Word	L11S07W02	L11S07	elva	False
Phoneme	L11S07W02P00	L11S07W02	elva	False
Word	L11S07W03	L11S07	stora	False
Phoneme	L11S07W03P00	L11S07W03	stora	False
Word	L11S07W04	L11S07	pennor	False
Phoneme	L11S07W04P00	L11S07W04	pennor	False
Sentence	L11S08	L11	Sentence08	False
Word	L11S08W00	L11S08	Britta	False
Phoneme	L11S08W00P00	L11S08W00	b	False
Phoneme	L11S08W00P01	L11S08W00	r	False
Phoneme	L11S08W00P02	L11S08W00	ɪ	False
Phoneme	L11S08W00P03	L11S08W00	tː	False
Phoneme	L11S08W00P04	L11S08W00	a	False
Word	L11S08W01	L11S08	gav	False
Phoneme	L11S08W01P00	L11S08W01	gav	False
Word	L11S08W02	L11S08	åtta	False
Phoneme	L11S08W02P00	L11S08W02	åtta	False
Word	L11S08W03	L11S08	lätta	False
Phoneme	L11S08W03P00	L11S08W03	lätta	False
Word	L11S08W04	L11S08	knappar	False
Phoneme	L11S08W04P00	L11S08W04	knappar	False
Sentence	L11S09	L11	Sentence09	False
Word	L11S09W00	L11S09	Elsa	False
Phoneme	L11S09W00P00	L11S09W00	ɛ̝	False
Phoneme	L11S09W00P01	L11S09W00	lː	False
Phoneme	L11S09W00P02	L11S09W00	s	False
Phoneme	L11S09W00P03	L11S09W00	a	False
Word	L11S09W01	L11S09	ägde	False
Phoneme	L11S09W01P00	L11S09W01	ägde	False
Word	L11S09W02	L11S09	tre	False
Phoneme	L11S09W02P00	L11S09W02	tre	False
Word	L11S09W03	L11S09	vackra	False
Phoneme	L11S09W03P00	L11S09W03	vackra	False
Word	L11S09W04	L11S09	mössor	False
Phoneme	L11S09W04P00	L11S09W04	mössor	False
				
List	L20	Swedish Matrix Test (Hagerman)	Lista 20 träning	True
Sentence	L20S00	L20	Sentence00	True
Word	L20S00W00	L20S00	Britta	True
Phoneme	L20S00W00P00	L20S00W00	b	True
Phoneme	L20S00W00P01	L20S00W00	r	True
Phoneme	L20S00W00P02	L20S00W00	ɪ	True
Phoneme	L20S00W00P03	L20S00W00	tː	True
Phoneme	L20S00W00P04	L20S00W00	a	True
Word	L20S00W01	L20S00	flyttar	True
Phoneme	L20S00W01P00	L20S00W01	flyttar	True
Word	L20S00W02	L20S00	åtta	True
Phoneme	L20S00W02P00	L20S00W02	åtta	True
Word	L20S00W03	L20S00	svarta	True
Phoneme	L20S00W03P00	L20S00W03	svarta	True
Word	L20S00W04	L20S00	ringar	True
Phoneme	L20S00W04P00	L20S00W04	ringar	True
Sentence	L20S01	L20	Sentence01	True
Word	L20S01W00	L20S01	Elsa	True
Phoneme	L20S01W00P00	L20S01W00	ɛ̝	True
Phoneme	L20S01W00P01	L20S01W00	lː	True
Phoneme	L20S01W00P02	L20S01W00	s	True
Phoneme	L20S01W00P03	L20S01W00	a	True
Word	L20S01W01	L20S01	gav	True
Phoneme	L20S01W01P00	L20S01W01	gav	True
Word	L20S01W02	L20S01	sex	True
Phoneme	L20S01W02P00	L20S01W02	sex	True
Word	L20S01W03	L20S01	nya	True
Phoneme	L20S01W03P00	L20S01W03	nya	True
Word	L20S01W04	L20S01	vantar	True
Phoneme	L20S01W04P00	L20S01W04	vantar	True
Sentence	L20S02	L20	Sentence02	True
Word	L20S02W00	L20S02	Peter	True
Phoneme	L20S02W00P00	L20S02W00	p	True
Phoneme	L20S02W00P01	L20S02W00	eː	True
Phoneme	L20S02W00P02	L20S02W00	t	True
Phoneme	L20S02W00P03	L20S02W00	e̞	True
Phoneme	L20S02W00P04	L20S02W00	r	True
Word	L20S02W01	L20S02	köpte	True
Phoneme	L20S02W01P00	L20S02W01	köpte	True
Word	L20S02W02	L20S02	sju	True
Phoneme	L20S02W02P00	L20S02W02	sju	True
Word	L20S02W03	L20S02	ljusa	True
Phoneme	L20S02W03P00	L20S02W03	ljusa	True
Word	L20S02W04	L20S02	skålar	True
Phoneme	L20S02W04P00	L20S02W04	skålar	True
Sentence	L20S03	L20	Sentence03	True
Word	L20S03W00	L20S03	Karin	True
Phoneme	L20S03W00P00	L20S03W00	k	True
Phoneme	L20S03W00P01	L20S03W00	ɑː	True
Phoneme	L20S03W00P02	L20S03W00	r	True
Phoneme	L20S03W00P03	L20S03W00	ɪ	True
Phoneme	L20S03W00P04	L20S03W00	n	True
Word	L20S03W01	L20S03	ägde	True
Phoneme	L20S03W01P00	L20S03W01	ägde	True
Word	L20S03W02	L20S03	fyra	True
Phoneme	L20S03W02P00	L20S03W02	fyra	True
Word	L20S03W03	L20S03	vackra	True
Phoneme	L20S03W03P00	L20S03W03	vackra	True
Word	L20S03W04	L20S03	knappar	True
Phoneme	L20S03W04P00	L20S03W04	knappar	True
Sentence	L20S04	L20	Sentence04	True
Word	L20S04W00	L20S04	Bosse	True
Phoneme	L20S04W00P00	L20S04W00	b	True
Phoneme	L20S04W00P01	L20S04W00	ʊ	True
Phoneme	L20S04W00P02	L20S04W00	sː	True
Phoneme	L20S04W00P03	L20S04W00	e̞	True
Word	L20S04W01	L20S04	visar	True
Phoneme	L20S04W01P00	L20S04W01	visar	True
Word	L20S04W02	L20S04	tre	True
Phoneme	L20S04W02P00	L20S04W02	tre	True
Word	L20S04W03	L20S04	lätta	True
Phoneme	L20S04W03P00	L20S04W03	lätta	True
Word	L20S04W04	L20S04	dukar	True
Phoneme	L20S04W04P00	L20S04W04	dukar	True
Sentence	L20S05	L20	Sentence05	True
Word	L20S05W00	L20S05	Anna	True
Phoneme	L20S05W00P00	L20S05W00	a	True
Phoneme	L20S05W00P01	L20S05W00	nː	True
Phoneme	L20S05W00P02	L20S05W00	a	True
Word	L20S05W01	L20S05	höll	True
Phoneme	L20S05W01P00	L20S05W01	höll	True
Word	L20S05W02	L20S05	två	True
Phoneme	L20S05W02P00	L20S05W02	två	True
Word	L20S05W03	L20S05	mörka	True
Phoneme	L20S05W03P00	L20S05W03	mörka	True
Word	L20S05W04	L20S05	korgar	True
Phoneme	L20S05W04P00	L20S05W04	korgar	True
Sentence	L20S06	L20	Sentence06	True
Word	L20S06W00	L20S06	Jonas	True
Phoneme	L20S06W00P00	L20S06W00	ʝ	True
Phoneme	L20S06W00P01	L20S06W00	uː	True
Phoneme	L20S06W00P02	L20S06W00	n	True
Phoneme	L20S06W00P03	L20S06W00	a	True
Phoneme	L20S06W00P04	L20S06W00	s	True
Word	L20S06W01	L20S06	lånar	True
Phoneme	L20S06W01P00	L20S06W01	lånar	True
Word	L20S06W02	L20S06	elva	True
Phoneme	L20S06W02P00	L20S06W02	elva	True
Word	L20S06W03	L20S06	hela	True
Phoneme	L20S06W03P00	L20S06W03	hela	True
Word	L20S06W04	L20S06	lådor	True
Phoneme	L20S06W04P00	L20S06W04	lådor	True
Sentence	L20S07	L20	Sentence07	True
Word	L20S07W00	L20S07	Svante	True
Phoneme	L20S07W00P00	L20S07W00	s	True
Phoneme	L20S07W00P01	L20S07W00	v	True
Phoneme	L20S07W00P02	L20S07W00	a	True
Phoneme	L20S07W00P03	L20S07W00	nː	True
Phoneme	L20S07W00P04	L20S07W00	t	True
Phoneme	L20S07W00P05	L20S07W00	e̞	True
Word	L20S07W01	L20S07	tog	True
Phoneme	L20S07W01P00	L20S07W01	tog	True
Word	L20S07W02	L20S07	arton	True
Phoneme	L20S07W02P00	L20S07W02	arton	True
Word	L20S07W03	L20S07	gamla	True
Phoneme	L20S07W03P00	L20S07W03	gamla	True
Word	L20S07W04	L20S07	bollar	True
Phoneme	L20S07W04P00	L20S07W04	bollar	True
Sentence	L20S08	L20	Sentence08	True
Word	L20S08W00	L20S08	Gustav	True
Phoneme	L20S08W00P00	L20S08W00	ɡ	True
Phoneme	L20S08W00P01	L20S08W00	ɵ	True
Phoneme	L20S08W00P02	L20S08W00	sː	True
Phoneme	L20S08W00P03	L20S08W00	t	True
Phoneme	L20S08W00P04	L20S08W00	ɑ	True
Phoneme	L20S08W00P05	L20S08W00	v	True
Word	L20S08W01	L20S08	ser	True
Phoneme	L20S08W01P00	L20S08W01	ser	True
Word	L20S08W02	L20S08	nio	True
Phoneme	L20S08W02P00	L20S08W02	nio	True
Word	L20S08W03	L20S08	fina	True
Phoneme	L20S08W03P00	L20S08W03	fina	True
Word	L20S08W04	L20S08	pennor	True
Phoneme	L20S08W04P00	L20S08W04	pennor	True
Sentence	L20S09	L20	Sentence09	True
Word	L20S09W00	L20S09	Märta	True
Phoneme	L20S09W00P00	L20S09W00	m	True
Phoneme	L20S09W00P01	L20S09W00	ɛ̝	True
Phoneme	L20S09W00P02	L20S09W00	ʈː	True
Phoneme	L20S09W00P03	L20S09W00	a	True
Word	L20S09W01	L20S09	har	True
Phoneme	L20S09W01P00	L20S09W01	har	True
Word	L20S09W02	L20S09	tolv	True
Phoneme	L20S09W02P00	L20S09W02	tolv	True
Word	L20S09W03	L20S09	stora	True
Phoneme	L20S09W03P00	L20S09W03	stora	True
Word	L20S09W04	L20S09	mössor	True
Phoneme	L20S09W04P00	L20S09W04	mössor	True
