Id	RLxs	SLm_00150	SLm_00250	SLm_00350	SLm_00450	SLm_00570	SLm_00700	SLm_00840	SLm_01000	SLm_01170	SLm_01370	SLm_01600	SLm_01850	SLm_02150	SLm_02500	SLm_02900	SLm_03400	SLm_04000	SLm_04800	SLm_05800	SLm_07000	SLm_08500
C	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
L01	-25,4057271975118	42,0234117267654	43,4178792855647	41,3649788497171	39,2700245561312	42,6365179833332	44,3602287496077	44,8749199052008	42,1221364362473	41,598799134016	39,2964165728419	36,352892959137	36,591791747283	33,731693508733	28,6437712029135	25,6569246187541	20,0272700765531	18,6882681819742	10,1606983202388	7,65531285870437	10,1263075081682	4,38405804839849
L02	-24,3173791096707	46,1769604093642	45,8633376177509	43,3095594496742	48,4129028354046	43,2431006066723	44,3411926804235	40,8057100666719	41,843480867135	40,2470335578328	38,7698360486592	37,8050831354938	34,1479883800428	29,0846127329706	27,8287561640055	27,1253485149048	21,2611231599088	18,0714455534962	11,0689364951776	4,83152406725715	5,57685860072795	1,91272054644367
L03	-31,9070199739045	43,5798110910962	43,054420215908	36,2538859252676	36,534519612865	29,6393612031304	31,193460758883	27,7561238562743	28,4347761627231	27,6111863684173	25,4163849585567	23,0531334514393	21,5663688173488	17,3271891481502	15,1291564129769	15,4471937817423	14,0590021897605	11,83661667715	6,06377771306997	0,749974133730117	-0,0971087575395941	-3,40972501278724
L04	-27,3739967299122	44,0542325324514	46,570362722354	47,408451155927	42,1278595880364	40,4391762173829	33,9915121242987	30,0806341107791	29,9948274745359	26,7574866140914	26,4984013005382	25,9433808112482	28,8504552378843	27,897787809763	26,9088846831106	26,172049982115	23,2359863429805	19,7681102003929	13,8364193523942	7,59798522726023	4,37652461973759	0,627281902547573
L05	-25,8264880634994	45,4522484544245	45,5075537700905	43,3429626887703	43,8445844960438	45,7585097053564	39,0706319904396	40,0141008452949	35,1480666163225	34,6824705440283	32,4661731880877	31,4270634339731	33,7541440002587	35,4567093634419	33,389745180696	34,0563495457672	31,4333666410962	28,7761991050721	24,3686627797158	13,4734408013306	11,5714704908607	12,2100757876545
L06	-26,9340382065009	43,8342524915743	44,7499470829559	42,4160761106209	42,8318514259982	44,2323913172322	38,5898494887048	38,2046289897043	34,2801719712805	33,7630891592524	33,4997515330675	33,0412151854269	32,8960118155947	30,8607704574592	31,619043230492	33,0560924919402	29,6572936523713	27,5697012102222	21,9221172110887	12,0501810807247	11,3968041952513	11,581127996723
L07	-42,6307858172588	23,0497789718207	26,1226844646943	22,5719737978896	23,7559837181874	23,0129754640905	23,1470296193731	23,013916138242	23,3366419793218	22,7467639718038	22,6563609058734	20,1500466529326	19,7026784066511	20,4629430898867	20,03601143213	18,2069056703276	15,6799653665573	16,0141847864299	10,6968910272385	9,68573053225217	6,37012510083483	4,59871171864375
L08	-28,0385010028784	42,7720136976097	43,735250167668	43,6706711953945	40,1833036742347	40,1366087559809	39,4554066022909	38,7308165806515	34,9768397692182	34,4308576397136	33,5134472806893	34,6439993305385	34,3251906294074	30,2837180980152	30,6331399175592	29,4603839623229	25,3917017315623	21,0270078209366	17,72648696233	9,64509426388352	7,30735517172634	3,46486639091076
L09	-23,7443427290097	45,0587868319372	44,9174444999506	41,3980183295767	42,1639694953459	45,6005636615062	43,7388786222377	42,7693372988614	44,2781151659934	42,393658877724	41,5220779832016	40,6237163424889	38,400503708211	37,8801283121564	34,8359933404066	32,9037256125041	26,4751673709015	27,003081324796	22,3342230876241	17,6416037474511	13,961246096692	10,7116878595457
