Id	RLxs	SLm_00150	SLm_00250	SLm_00350	SLm_00450	SLm_00570	SLm_00700	SLm_00840	SLm_01000	SLm_01170	SLm_01370	SLm_01600	SLm_01850	SLm_02150	SLm_02500	SLm_02900	SLm_03400	SLm_04000	SLm_04800	SLm_05800	SLm_07000	SLm_08500
C	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
L10	-23,8879219219696	49,1286989206962	48,9104097225705	49,3340433580331	44,5419295381221	44,7733302719712	44,3086765198525	38,9940250516378	36,0366700523161	35,0491191361318	31,8302744318865	29,6306568825198	30,870003929154	23,3739185400997	28,6521317398788	26,2535016328669	24,0600018743564	19,7912839435551	15,5539822218903	13,6761340570475	11,7550522133612	8,34278988244747
L11	-24,2032067691868	47,1393597829399	44,4059492713355	47,2975996693773	45,8191302117059	45,9456745044202	43,7957474213609	44,5069500778476	40,539857352901	36,7107267764089	35,9887063433898	34,7574197431268	33,2046934314996	30,6035971144918	29,0472858197266	26,6652382799599	24,2604092025007	20,581333863037	17,4990454024637	11,7689035442899	7,92301376715346	4,72568376604315
L12	-33,2709944348207	42,3595002861322	38,9570611627554	36,3851023022859	32,0009991927234	27,6070319412471	28,1065882678569	24,9731580507169	26,1905406995431	25,1917526949568	22,4772942010686	20,6563342524885	19,1332417940568	19,3525475691299	15,0983530403958	13,6361715777421	9,71025067898411	3,86333291340291	1,57270327050513	1,4263696924004	-2,48686353630161	-4,41716072628133
L13	-30,024926019508	46,8785687871332	41,8976103654043	38,440395488511	31,8027459837597	32,4431780823421	32,8716813356415	30,6970754707227	27,009697336055	26,9423660196217	23,9702513789074	26,9163414377684	22,8800745478034	21,2447013523486	18,045375255852	16,3133637718982	14,3559386569911	13,9476885651692	12,1239895639502	10,8551127875567	8,15668614485929	8,42610134645906
L14	-33,2173352260441	40,6535191192216	40,4561942285951	38,9062144956781	38,3881478115615	34,7584357881183	30,7110170291526	25,2631044517735	23,8011465907729	22,8606982607909	21,7374377759396	20,0493010075889	19,1704200939947	18,674114651376	18,3859056187853	15,1987263669733	12,3355757125578	9,02708560183353	7,48266730445241	4,86080534871308	1,14498341615201	-0,632620286312154
L15	-33,5692827495552	33,8688408507711	27,0535756987015	25,8971628975086	20,0707653629135	18,9016930488312	21,9555233819016	21,2459451776115	17,4712633015937	19,593338557505	19,7397327565801	20,4899373182961	25,2734694978133	20,1987502503983	21,9733669784245	23,9291192840826	25,7281323229584	24,1529340875269	24,7190961197553	26,1721506029598	24,0681719066987	26,6285779316167
L16	-35,4049954891582	38,1099639510364	38,9223210048149	35,2341664623063	33,46837583992	30,8218692181384	31,7557163104642	26,4385423392118	23,7054323932533	23,1469798632959	20,4718862198785	20,5522173348712	18,3338077974389	14,2870586980331	18,7566943109962	14,7171995530986	11,3104924253375	9,63974716515781	5,76145600014221	2,20531582257273	1,32796625342066	1,50913284233842
L17	-23,2814995688944	46,98100090813	44,6139645256188	46,3954265675699	46,6612737000449	47,0104654556749	46,1286697851525	44,9339425558026	42,9589329367873	42,3633252614049	40,7542106866898	37,0672315206293	34,8767190343976	31,6352268674865	30,6581029690783	30,7664338540436	26,8866430004043	21,6115797310285	18,0043722198371	13,2839768000639	9,1561806108389	5,48269055670563
L18	-33,1377363345821	40,8197346998576	40,4118140574239	35,5935349189122	29,205459567477	29,3326142254082	28,833940438571	28,6854487422579	30,8643030744413	30,8858731016182	25,9343068368843	24,6528672874772	23,0987120242394	19,8365981408786	19,8562272318362	20,0224187630458	18,9746740961788	15,9279564775556	15,0057006768836	14,7068024114711	15,1048814688962	15,2320684613365
L19	-35,4792354646588	38,9608159599126	36,7469220406228	36,018496655619	31,6862158305065	27,3686501122498	24,3986437501288	24,0739512197954	24,9043112697642	24,2680304617076	21,7867277130363	21,8042012044507	17,1236709007188	17,0184527622169	13,7808427955229	10,3818700384042	4,74705360875086	0,980740955929704	-0,984741751825464	-2,27578376974433	-3,65123067656656	-5,86127840924282
L20	-25,1975468142095	49,9439858252471	45,4936326777155	44,3190708046977	44,8337544376145	43,8385984670235	40,569309976428	37,4600675402462	33,127838062393	32,3261370327634	31,9525619368674	31,0290698097447	33,7533187219392	32,0963889632401	31,1783574163256	31,3975935180277	28,4817937357404	21,3248492257819	18,9712320176355	13,9206611065943	10,4560681930619	12,337985626784
L21	-35,1917952918852	17,9282208002583	14,8125827887529	13,8682463896289	18,6587459742349	18,1247764854753	17,3472417741259	19,2650948409073	22,1924273847034	24,6368633819334	19,1034290122972	19,3084090387004	26,6977640032182	23,1704217092986	20,6328671450469	19,9856336076897	21,0958786306469	20,7348417856116	21,4333900614733	20,4221915149184	22,0435746596815	26,9278538293447
L22	-42,0346198655958	21,4031551715471	19,495151607545	18,9740512192157	21,0408543696864	20,4636676365225	19,8709541709051	21,1770359830566	21,1330184377356	18,6547683436014	20,6139271711477	19,3740719065769	20,8314976075888	17,9157784798105	19,0504440951396	18,0573559484236	18,4323120423435	16,5334299405163	16,7011978265869	16,4449525873777	13,6804702358068	14,4254186910342
L23	-24,7597611108835	49,0686124090321	44,5854086848524	43,4087298047695	45,9743289022049	45,9778249990386	41,7531642326867	41,3465208593129	38,626313856387	37,1902582247294	36,5188050068333	30,7513076568607	28,4036835375269	27,1575367295025	27,8496023990675	27,4318500690367	25,5910706881427	20,4710646669471	18,5186692851521	14,7796551802891	11,7213366323432	12,193725270009
L24	-24,1429767907821	48,399548029255	48,6169375903573	47,3667394027813	45,2768673258569	46,5259582028957	43,4235542971327	41,0231405844997	38,1084462192134	36,7802315219434	33,9219678858256	30,0553549333385	26,0674348805875	24,4891348215124	27,4765347806821	24,5532564983065	22,3022131945383	21,0663161298196	18,7215349642413	18,0875640697491	13,3901427754663	9,55064274682754
L25	-38,5949401495608	12,9106842360679	8,72136293605216	9,48434388507329	11,2391444149863	9,74326579830067	11,8773588595628	12,4776568962587	11,4851240970643	16,0928464464358	14,1242876849244	16,9172802413478	21,0958696895531	18,3713657814233	21,6256506427837	20,206394712092	18,9847820101511	19,7125852254404	21,444028774442	20,7084347698928	18,4442302105499	22,297767445257
L26	-35,1857085502829	37,3309355002186	38,9061508331056	36,7499849327435	35,4853157883215	32,5706471128661	29,6242797042571	24,5184387368905	21,9232337571125	23,5192496671556	22,8207907492995	18,6682752146103	16,003945979839	14,5648223270881	12,5419937083216	15,508157068114	8,719366490287	5,71864269070767	2,47282771537335	2,21247969063969	-1,47901814107561	-2,88463337768928
L27	-41,1429937844175	26,4202254664227	22,6606054759321	19,798040339601	20,0218817145208	18,4480416406652	20,4703688559006	23,1205830854262	17,9993282574492	17,1870043932181	16,681789148252	17,0568198887184	20,5469895979714	20,3141642159239	21,226239458921	19,7366581560153	19,2366386785436	18,0744331824992	18,6335150159581	19,2037476960915	14,3830688756654	14,9102687132805
L28	-36,5204458900109	23,1079517676988	21,6762483741543	21,7475283343441	20,1552571252252	19,1435767706592	19,6923597376376	19,9420733946954	21,2571370149716	24,1642585534265	24,8477725494599	22,7754162124404	28,0087471995834	24,1426033090292	21,0415999413609	20,3242914052714	21,110142984812	21,7843071940772	20,6639933053496	18,8028215316159	19,7955468896093	23,7823994346078
L29	-39,9505057522028	27,2130768252909	21,1101473870799	19,19976772434	16,0048738349367	13,2870814781592	16,2919251898908	16,0956369508038	12,9351495513541	14,4342572436395	14,2171622924816	15,2969174686932	18,5611295122088	14,7605763168206	21,2769291615789	19,1780420311539	19,4149760878233	19,4383466747948	19,6286130902422	20,9798126251762	16,849229781861	20,4442238915927
