Id	Transcription
L05S05W01P05	e̞
L05S05W02P00	ɛ̝
L05S05W02P01	nː
L05S05W03P00	n
L05S05W03P01	ʏ
L05S05W03P02	kː
L05S05W03P03	e̞
L05S05W03P04	l
L05S06W00P00	p
L05S06W00P01	ɛ̝
L05S06W00P02	nː
L05S06W00P03	a
L05S06W00P04	n
L05S06W01P00	l
L05S06W01P01	ɪ
L05S06W01P02	ɡː
L05S06W01P03	e̞
L05S06W01P04	r
L05S06W02P00	p
L05S06W02P01	oː
L05S06W03P00	s
L05S06W03P01	k
L05S06W03P02	r
L05S06W03P03	iː
L05S06W03P04	v
L05S06W03P05	b
L05S06W03P06	uː
L05S06W03P07	ɖ
L05S06W03P08	e̞
L05S06W03P09	t
L05S07W00P00	s
L05S07W00P01	oː
L05S07W00P02	v
L05S07W00P03	r
L05S07W00P04	ɵ
L05S07W00P05	m
L05S07W00P06	s
L05S07W00P07	d
L05S07W00P08	ø̞
L05S07W00P09	rː
L05S07W00P10	e̞
L05S07W00P11	n
L05S07W01P00	v
L05S07W01P01	ɑː
L05S07W01P02	r
L05S07W02P00	m
L05S07W02P01	oː
L05S07W02P02	l
L05S07W02P03	a
L05S07W02P04	d
L05S07W03P00	iː
L05S07W04P00	r
L05S07W04P01	ø̞
L05S07W04P02	tː
L05S08W00P00	h
L05S08W00P01	ʊ
L05S08W00P02	nː
L05S08W01P00	s
L05S08W01P01	a
L05S08W01P02	tː
L05S08W01P03	e̞
L05S08W02P00	s
L05S08W02P01	ɛ̝
L05S08W02P02	ʝː
L05S08W03P00	v
L05S08W03P01	iː
L05S08W03P02	d
L05S08W04P00	ɛ̝
L05S08W04P01	lː
L05S08W04P02	d
L05S08W04P03	e̞
L05S08W04P04	n
L05S09W00P00	d
L05S09W00P01	ɑː
L05S09W00P02	ɡ
L05S09W00P03	ɪ
L05S09W00P04	s
L05S09W00P05	b
L05S09W00P06	ɑː
L05S09W00P07	ɳ
L05S09W00P08	e̞
L05S09W00P09	n
L05S09W01P00	ʝ
L05S09W01P01	ɪ
L05S09W01P02	kː
L05S09W02P00	t
L05S09W02P01	ɪ
L05S09W02P02	lː
L05S09W03P00	l
L05S09W03P01	eː
L05S09W03P02	k
L05S09W03P03	p
L05S09W03P04	a
L05S09W03P05	rː
L05S09W03P06	k
L05S09W03P07	e̞
L05S09W03P08	n
L06S00W00P00	d
L06S00W00P01	ɛ̝
L06S00W00P02	nː
L06S00W01P00	ɡ
L06S00W01P01	r
L06S00W01P02	øː
L06S00W01P03	n
L06S00W01P04	a
L06S00W02P00	h
L06S00W02P01	ɪ
L06S00W02P02	ŋː
L06S00W02P03	k
L06S00W02P04	e̞
L06S00W02P05	n
L06S00W03P00	s
L06S00W03P01	t
L06S00W03P02	oː
L06S00W03P03	r
L06S00W04P00	p
L06S00W04P01	oː
L06S00W05P00	m
L06S00W05P01	a
L06S00W05P02	rː
L06S00W05P03	k
L06S00W05P04	e̞
L06S00W05P05	n
L06S01W00P00	ɡ
L06S01W00P01	ɔ
L06S01W00P02	lː
L06S01W00P03	v
L06S01W00P04	e̞
L06S01W00P05	t
L06S01W01P00	t
L06S01W01P01	ɛ̝
L06S01W01P02	kː
L06S01W01P03	t
L06S01W01P04	e̞
L06S01W01P05	s
L06S01W02P00	ɑː
L06S01W02P01	v
L06S01W03P00	ɛ̝
L06S01W03P01	nː
L06S01W04P00	v
L06S01W04P01	iː
L06S01W04P02	t
L06S01W05P00	m
L06S01W05P01	a
L06S01W05P02	tː
L06S01W05P03	a
L06S02W00P00	s
L06S02W00P01	ɔ
L06S02W00P02	pː
L06S02W00P03	a
L06S02W00P04	n
L06S02W01P00	ɧ
L06S02W01P01	øː
L06S02W01P02	d
L06S02W02P00	iː
L06S02W03P00	k
L06S02W03P01	a
L06S02W03P02	s
L06S02W03P03	t
L06S02W03P04	r
L06S02W03P05	ɵ
L06S02W03P06	lː
L06S02W03P07	e̞
L06S02W03P08	n
L06S03W00P00	p
L06S03W00P01	a
L06S03W00P02	pː
L06S03W00P03	a
L06S03W01P00	s
L06S03W01P01	k
L06S03W01P02	ɑː
L06S03W02P00	l
L06S03W02P01	ɑː
L06S03W02P02	ɡ
L06S03W02P03	a
L06S03W03P00	m
L06S03W03P01	ɪ
L06S03W03P02	nː
L06S03W04P00	f
L06S03W04P01	ɔ
L06S03W04P02	t
L06S03W04P03	ø̞
L06S03W04P04	lː
L06S03W04P05	ʝ
L06S04W00P00	b
L06S04W00P01	ɑː
L06S04W00P02	ɡ
L06S04W00P03	a
L06S04W00P04	r
L06S04W00P05	e̞
L06S04W00P06	n
L06S04W01P00	k
L06S04W01P01	n
L06S04W01P02	ɛ̝
L06S04W01P03	pː
L06S04W01P04	t
L06S04W01P05	e̞
L06S04W02P00	s
L06S04W02P01	ɪ
L06S04W02P02	nː
L06S04W03P00	s
L06S04W03P01	t
L06S04W03P02	uː
L06S04W03P03	r
L06S04W03P04	a
L06S04W04P00	r
L06S04W04P01	ɔ
L06S04W04P02	kː
L06S05W00P00	b
L06S05W00P01	oː
L06S05W00P02	t
L06S05W00P03	e̞
L06S05W00P04	n
L06S05W01P00	h
L06S05W01P01	a
L06S05W01P02	dː
L06S05W01P03	e̞
L06S05W02P00	t
L06S05W02P01	v
L06S05W02P02	oː
L06S05W03P00	b
L06S05W03P01	l
L06S05W03P02	oː
L06S05W04P00	s
L06S05W04P01	eː
L06S05W04P02	ɡ
L06S05W04P03	e̞
L06S05W04P04	l
L06S06W00P00	ɕ
L06S06W00P01	ʉː
L06S06W00P02	v
L06S06W00P03	e̞
L06S06W00P04	n
L06S06W01P00	h
L06S06W01P01	a
L06S06W01P02	lː
L06S06W01P03	k
L06S06W01P04	a
L06S06W01P05	d
L06S06W01P06	e̞
L06S06W02P00	iː
L06S06W03P00	l
L06S06W03P01	eː
L06S06W03P02	r
L06S06W03P03	a
L06S06W03P04	n
L06S07W00P00	m
L06S07W00P01	ʊ
L06S07W00P02	rː
L06S07W00P03	f
L06S07W00P04	a
L06S07W00P05	rː
L06S07W01P00	p
L06S07W01P01	r
L06S07W01P02	uː
L06S07W01P03	v
L06S07W01P04	a
L06S07W01P05	d
L06S07W01P06	e̞
L06S07W02P00	f
L06S07W02P01	øː
L06S07W02P02	r
L06S07W03P00	s
L06S07W03P01	t
L06S07W03P02	uː
L06S07W03P03	r
L06S07W03P04	a
L06S07W04P00	s
L06S07W04P01	k
L06S07W04P02	uː
L06S07W04P03	r
L06S08W00P00	d
L06S08W00P01	ɔ
L06S08W00P02	mː
L06S08W01P00	ɡ
L06S08W01P01	ʉː
L06S08W01P02	l
L06S08W01P03	a
L06S08W02P00	ɡ
L06S08W02P01	l
L06S08W02P02	ɑː
L06S08W02P03	s
L06S08W02P04	øː
L06S08W02P05	ɡ
L06S08W02P06	ɔ
L06S08W02P07	n
L06S08W02P08	e̞
L06S08W02P09	n
L06S08W03P00	ɛː
L06S08W04P00	f
L06S08W04P01	iː
L06S08W04P02	n
L06S08W04P03	a
L06S09W00P00	b
L06S09W00P01	ɵ
L06S09W00P02	sː
L06S09W00P03	ɧ
L06S09W00P04	ɔ
L06S09W00P05	f
L06S09W00P06	øː
L06S09W00P07	r
L06S09W00P08	e̞
L06S09W00P09	n
L06S09W01P00	ɛː
L06S09W01P01	t
L06S09W01P02	e̞
L06S09W01P03	r
L06S09W02P00	k
L06S09W02P01	ɛ̝
L06S09W02P02	kː
L06S09W02P03	s
L07S00W00P00	d
L07S00W00P01	ɔ
L07S00W00P02	kː
L07S00W00P03	t
L07S00W00P04	ɔ
L07S00W00P05	ɳ
L07S00W01P00	d
L07S00W01P01	ɵ
L07S00W01P02	ʂː
L07S00W01P03	a
L07S00W01P04	d
L07S00W01P05	e̞
L07S00W02P00	p
L07S00W02P01	oː
L07S00W03P00	k
L07S00W03P01	v
L07S00W03P02	ɛ̝
L07S00W03P03	lː
L07S00W03P04	e̞
L07S00W03P05	n
L07S01W00P00	f
L07S01W00P01	uː
L07S01W00P02	t
L07S01W00P03	b
L07S01W00P04	ɔ
L07S01W00P05	lː
L07S01W00P06	e̞
L07S01W00P07	n
L07S01W01P00	f
L07S01W01P01	ø̞
L07S01W01P02	ʂ
L07S01W01P03	v
L07S01W01P04	a
L07S01W01P05	nː
L07S01W02P00	b
L07S01W02P01	ɑː
L07S01W02P02	k
L07S01W02P03	ɔ
L07S01W02P04	m
L07S01W03P00	h
L07S01W03P01	ʉː
L07S01W03P02	s
L07S01W03P03	e̞
L07S01W03P04	t
L07S02W00P00	f
L07S02W00P01	l
L07S02W00P02	ɪ
L07S02W00P03	kː
L07S02W00P04	a
L07S02W00P05	n
L07S02W01P00	s
L07S02W01P01	v
L07S02W01P02	ɑː
L07S02W01P03	l
L07S02W01P04	d
L07S02W01P05	e̞
L07S02W02P00	ɛ̝
L07S02W02P01	tː
L07S02W03P00	t
L07S02W03P01	ɵ
L07S02W03P02	ɡː
L07S02W03P03	ɵ
L07S02W03P04	mː
L07S02W03P05	ɪ
L07S03W00P00	f
L07S03W00P01	a
L07S03W00P02	rː
L07S03W00P03	b
L07S03W00P04	r
L07S03W00P05	ʊ
L07S03W00P06	ɳː
L07S03W01P00	s
L07S03W01P01	v
L07S03W01P02	ɛ̝
L07S03W01P03	tː
L07S03W01P04	a
L07S03W01P05	d
L07S03W01P06	e̞
L07S03W01P07	s
L07S03W02P00	n
L07S03W02P01	ɛː
L07S03W02P02	r
L07S03W03P00	h
L07S03W03P01	a
L07S03W03P02	nː
L07S03W04P00	s
L07S03W04P01	p
L07S03W04P02	r
L07S03W04P03	a
L07S03W04P04	ŋː
L07S04W00P00	l
L07S04W00P01	ɛː
L07S04W00P02	r
L07S04W00P03	a
L07S04W00P04	r
L07S04W00P05	e̞
L07S04W00P06	n
L07S04W01P00	s
L07S04W01P01	n
L07S04W01P02	ɵ
L07S04W01P03	bː
L07S04W01P04	l
L07S04W01P05	a
L07S04W01P06	d
L07S04W01P07	e̞
L07S04W02P00	iː
L07S04W03P00	t
L07S04W03P01	r
L07S04W03P02	a
L07S04W03P03	pː
L07S04W03P04	a
L07S04W03P05	n
L07S05W00P00	iː
L07S05W01P00	ɕ
L07S05W01P01	ɛ̝
L07S05W01P02	lː
L07S05W01P03	a
L07S05W01P04	r
L07S05W01P05	e̞
L07S05W01P06	n
L07S05W02P00	s
L07S05W02P01	t
L07S05W02P02	uː
L07S05W02P03	d
L07S05W03P00	ɛ̝
L07S05W03P01	nː
L07S05W04P00	b
L07S05W04P01	l
L07S05W04P02	oː
L07S05W05P00	b
L07S05W05P01	yː
L07S05W05P02	r
L07S05W05P03	o
L07S06W00P00	m
L07S06W00P01	a
L07S06W00P02	nː
L07S06W00P03	e̞
L07S06W00P04	n
L07S06W01P00	k
L07S06W01P01	r
L07S06W01P02	ɑː
L07S06W01P03	m
L07S06W01P04	a
L07S06W01P05	r
L07S06W02P00	s
L07S06W02P01	iː
L07S06W02P02	n
L07S06W02P03	a
L07S06W03P00	s
L07S06W03P01	øː
L07S06W03P02	n
L07S06W03P03	e̞
L07S06W03P04	r
L07S07W00P00	ɡ
L07S07W00P01	r
L07S07W00P02	ʉː
L07S07W00P03	s
L07S07W00P04	v
L07S07W00P05	ɛː
L07S07W00P06	ɡ
L07S07W00P07	e̞
L07S07W00P08	n
L07S07W01P00	l
L07S07W01P01	eː
L07S07W01P02	d
L07S07W01P03	e̞
L07S07W01P04	r
L07S07W02P00	t
L07S07W02P01	ɪ
L07S07W02P02	lː
L07S07W03P00	ɛ̝
L07S07W03P01	tː
L07S07W04P00	r
L07S07W04P01	ø̞
L07S07W04P02	tː
L07S07W05P00	h
L07S07W05P01	ʉː
L07S07W05P02	s
L07S08W00P00	p
L07S08W00P01	ɔ
L07S08W00P02	ʝː
L07S08W00P03	k
L07S08W00P04	a
L07S08W00P05	ɳ
L07S08W00P06	a
L07S08W01P00	ɧ
L07S08W01P01	ø̞
L07S08W01P02	ŋː
L07S08W02P00	v
L07S08W02P01	a
L07S08W02P02	kː
L07S08W02P03	e̞
L07S08W02P04	ʈ
L07S08W03P00	ɪ
L07S08W03P01	ɡ
L07S08W03P02	oː
L07S08W03P03	r
L07S09W00P00	m
L07S09W00P01	a
L07S09W00P02	nː
L07S09W00P03	e̞
L07S09W00P04	n
L07S09W01P00	s
L07S09W01P01	k
L07S09W01P02	ɑː
L07S09W01P03	r
L07S09W02P00	s
L07S09W02P01	ɛ̝
L07S09W02P02	ʝː
L07S09W03P00	iː
L07S09W04P00	p
L07S09W04P01	eː
L07S09W04P02	k
L07S09W04P03	f
L07S09W04P04	ɪ
L07S09W04P05	ŋː
L07S09W04P06	r
L07S09W04P07	e̞
L07S09W04P08	t
L08S00W00P00	m
L08S00W00P01	ɪ
L08S00W00P02	nː
L08S00W01P00	s
L08S00W01P01	ʏ
L08S00W01P02	sː
L08S00W01P03	t
L08S00W01P04	e̞
L08S00W01P05	r
L08S00W02P00	f
L08S00W02P01	ʏ
L08S00W02P02	lː
L08S00W02P03	e̞
L08S00W02P04	r
L08S00W03P00	s
L08S00W03P01	n
L08S00W03P02	ɑː
L08S00W03P03	ʈ
L08S00W04P00	ɕ
L08S00W04P01	ʉ
L08S00W04P02	f
L08S00W04P03	yː
L08S00W04P04	r
L08S00W04P05	a
L08S01W00P00	b
L08S01W00P01	ɑː
L08S01W00P02	ɳ
L08S01W00P03	v
L08S01W00P04	a
L08S01W00P05	kː
L08S01W00P06	t
L08S01W00P07	e̞
L08S01W00P08	n
L08S01W01P00	k
L08S01W01P01	ɔ
L08S01W01P02	mː
L08S01W02P00	k
L08S01W02P01	l
L08S01W02P02	ɔ
L08S01W02P03	kː
L08S01W02P04	a
L08S01W02P05	n
L08S01W03P00	t
L08S01W03P01	iː
L08S01W03P02	ʊ
L08S02W00P00	ɡ
L08S02W00P01	r
L08S02W00P02	a
L08S02W00P03	nː
L08S02W00P04	e̞
L08S02W00P05	n
L08S02W00P06	s
L08S02W01P00	p
L08S02W01P01	ɔ
L08S02W01P02	ʝː
L08S02W01P03	k
L08S02W01P04	e̞
L08S02W02P00	h
L08S02W02P01	ɑː
L08S02W02P02	r
L08S02W03P00	s
L08S02W03P01	v
L08S02W03P02	a
L08S02W03P03	ʈː
L08S02W04P00	h
L08S02W04P01	oː
L08S02W04P02	r
L08S03W00P00	ɛ̝
L08S03W00P01	nː
L08S03W01P00	b
L08S03W01P01	l
L08S03W01P02	oː
L08S03W02P00	d
L08S03W02P01	ʉː
L08S03W02P02	k
L08S03W03P00	l
L08S03W03P01	oː
L08S03W03P02	ɡ
L08S03W04P00	p
L08S03W04P01	oː
L08S03W05P00	p
L08S03W05P01	ɪ
L08S03W05P02	ɑː
L08S03W05P03	n
L08S03W05P04	ʊ
L08S03W05P05	t
L08S04W00P00	ɡ
L08S04W00P01	ɔ
L08S04W00P02	lː
L08S04W00P03	f
L08S04W00P04	s
L08S04W00P05	p
L08S04W00P06	eː
L08S04W00P07	l
L08S04W00P08	a
L08S04W00P09	r
L08S04W00P10	e̞
L08S04W00P11	n
L08S04W01P00	s
L08S04W01P01	k
L08S04W01P02	ɑː
L08S04W01P03	d
L08S04W01P04	a
L08S04W01P05	d
L08S04W01P06	e̞
L08S04W02P00	a
L08S04W02P01	kː
L08S04W02P02	s
L08S04W02P03	e̞
L08S04W02P04	l
L08S04W02P05	n
L08S05W00P00	l
L08S05W00P01	ɪ
L08S05W00P02	lː
L08S05W00P03	e̞
L08S05W00P04	b
L08S05W00P05	r
L08S05W00P06	uː
L08S05W00P07	r
L08S05W01P00	f
L08S05W01P01	ø̞
L08S05W01P02	ʂ
L08S05W01P03	oː
L08S05W01P04	v
L08S05W02P00	s
L08S05W02P01	ɛ̝
L08S05W02P02	ʝː
L08S05W03P00	iː
L08S05W04P00	m
L08S05W04P01	ɔ
L08S05W04P02	ʂː
L08S05W04P03	e̞
L08S06W00P00	k
L08S06W00P01	ɪ
L08S06W00P02	lː
L08S06W00P03	a
L08S06W00P04	ɳ
L08S06W00P05	a
L08S06W01P00	r
L08S06W01P01	eː
L08S06W01P02	t
L08S06W01P03	a
L08S06W01P04	d
L08S06W01P05	e̞
L08S06W01P06	s
L08S06W02P00	m
L08S06W02P01	eː
L08S06W03P00	f
L08S06W03P01	r
L08S06W03P02	øː
L08S06W03P03	k
L08S06W03P04	e̞
L08S06W03P05	n
L08S07W00P00	t
L08S07W00P01	ɵ
L08S07W00P02	pː
L08S07W00P03	e̞
L08S07W00P04	n
L08S07W01P00	s
L08S07W01P01	t
L08S07W01P02	oː
L08S07W01P03	r
L08S07W02P00	m
L08S07W02P01	ɪ
L08S07W02P02	tː
L08S07W03P00	p
L08S07W03P01	oː
L08S07W04P00	v
L08S07W04P01	ɛː
L08S07W04P02	ɡ
L08S07W04P03	e̞
L08S07W04P04	n
L08S08W00P00	m
L08S08W00P01	a
L08S08W00P02	tː
L08S08W00P03	a
L08S08W00P04	n
L08S08W01P00	iː
L08S08W02P00	ɕ
L08S08W02P01	øː
L08S08W02P02	k
L08S08W02P03	e̞
L08S08W02P04	t
L08S08W03P00	ɛː
L08S08W04P00	h
L08S08W04P01	a
L08S08W04P02	nː
L08S08W04P03	d
L08S08W04P04	v
L08S08W04P05	ɛː
L08S08W04P06	v
L08S08W04P07	d
L08S09W00P00	m
L08S09W00P01	a
L08S09W00P02	nː
L08S09W00P03	e̞
L08S09W00P04	n
L08S09W01P00	p
L08S09W01P01	l
L08S09W01P02	a
L08S09W01P03	n
L08S09W01P04	t
L08S09W01P05	eː
L08S09W01P06	r
L08S09W01P07	a
L08S09W01P08	d
L08S09W01P09	e̞
L08S09W02P00	r
L08S09W02P01	ɛ̝
L08S09W02P02	dː
L08S09W02P03	ɪ
L08S09W02P04	s
L08S09W02P05	ʊ
L08S09W02P06	r
L09S00W00P00	k
L09S00W00P01	ɔ
L09S00W00P02	kː
L09S00W00P03	e̞
L09S00W00P04	n
L09S00W01P00	s
L09S00W01P01	k
L09S00W01P02	a
L09S00W01P03	fː
L09S00W01P04	a
L09S00W01P05	d
L09S00W01P06	e̞
L09S00W02P00	ɡ
L09S00W02P01	l
L09S00W02P02	ɑː
L09S00W02P03	s
L09S00W02P04	øː
L09S00W02P05	ɡ
L09S00W02P06	ɔ
L09S00W02P07	n
L09S01W00P00	h
L09S01W00P01	ʊ
L09S01W00P02	nː
L09S01W01P00	m
L09S01W01P01	oː
L09S01W01P02	l
L09S01W01P03	a
L09S01W01P04	r
L09S01W02P00	ʝ
L09S01W02P01	ɛ̝
L09S01W02P02	ʈː
L09S01W02P03	a
L09S01W02P04	t
L09S01W03P00	b
L09S01W03P01	l
L09S01W03P02	ɔ
L09S01W03P03	tː
L09S02W00P00	p
L09S02W00P01	ɔ
L09S02W00P02	ʝː
L09S02W00P03	k
L09S02W00P04	a
L09S02W00P05	ɳ
L09S02W00P06	a
L09S02W01P00	l
L09S02W01P01	eː
L09S02W01P02	k
L09S02W01P03	t
L09S02W01P04	e̞
L09S02W02P00	iː
L09S02W03P00	p
L09S02W03P01	a
L09S02W03P02	rː
L09S02W03P03	k
L09S02W03P04	e̞
L09S02W03P05	n
L09S03W00P00	d
L09S03W00P01	ɛː
L09S03W01P00	s
L09S03W01P01	t
L09S03W01P02	oː
L09S03W01P03	r
L09S03W02P00	ɕ
L09S03W02P01	ʉː
L09S03W02P02	ɡ
L09S03W02P03	ʊ
L09S03W03P00	b
L09S03W03P01	ɛ̝
L09S03W03P02	ŋː
L09S03W03P03	k
L09S03W03P04	a
L09S03W03P05	r
L09S03W04P00	l
L09S03W04P01	ɛ̝
L09S03W04P02	ŋː
L09S03W04P03	s
L09S03W05P00	k
L09S03W05P01	a
L09S03W05P02	ʝː
L09S03W05P03	e̞
L09S03W05P04	n
L09S04W00P00	s
L09S04W00P01	v
L09S04W00P02	ɛː
L09S04W00P03	r
L09S04W00P04	m
L09S04W00P05	uː
L09S04W00P06	r
L09S04W01P00	b
L09S04W01P01	ʝ
L09S04W01P02	øː
L09S04W01P03	d
L09S04W02P00	p
L09S04W02P01	oː
L09S04W03P00	m
L09S04W03P01	ɪ
L09S04W03P02	dː
L09S04W03P03	a
L09S04W04P00	ɪ
L09S04W04P01	ɡ
L09S04W04P02	oː
L09S04W04P03	r
L09S05W00P00	ɡ
L09S05W00P01	r
L09S05W00P02	ɛː
L09S05W00P03	s
L09S05W00P04	e̞
L09S05W00P05	t
L09S05W01P00	v
L09S05W01P01	ɑː
L09S05W02P00	v
L09S05W02P01	ɪ
L09S05W02P02	tː
L09S05W03P00	ɑː
L09S05W03P01	v
L09S05W04P00	f
L09S05W04P01	r
L09S05W04P02	ɔ
L09S05W04P03	sː
L09S05W04P04	t
L09S06W00P00	m
L09S06W00P01	a
L09S06W00P02	nː
L09S06W00P03	e̞
L09S06W00P04	n
L09S06W01P00	s
L09S06W01P01	l
L09S06W01P02	uː
L09S06W01P03	ɡ
L09S06W02P00	s
L09S06W02P01	ø̞
L09S06W02P02	nː
L09S06W02P03	d
L09S06W02P04	e̞
L09S06W02P05	r
L09S06W03P00	ɛ̝
L09S06W03P01	nː
L09S06W04P00	t
L09S06W04P01	a
L09S06W04P02	nː
L09S06W04P03	d
L09S07W00P00	ɡ
L09S07W00P01	r
L09S07W00P02	a
L09S07W00P03	nː
L09S07W00P04	e̞
L09S07W00P05	n
L09S07W01P00	l
L09S07W01P01	oː
L09S07W01P02	s
L09S07W01P03	t
L09S07W01P04	e̞
L09S07W02P00	s
L09S07W02P01	ɪ
L09S07W02P02	nː
L09S07W03P00	s
L09S07W03P01	ʏ
L09S07W03P02	kː
L09S07W03P03	e̞
L09S07W03P04	l
L09S08W00P00	s
L09S08W00P01	m
L09S08W00P02	øː
L09S08W00P03	r
L09S08W00P04	e̞
L09S08W00P05	t
L09S08W01P00	s
L09S08W01P01	m
L09S08W01P02	ɛ̝
L09S08W01P03	lː
L09S08W01P04	t
L09S08W01P05	e̞
L09S08W01P06	r
L09S08W02P00	iː
L09S08W03P00	s
L09S08W03P01	t
L09S08W03P02	eː
L09S08W03P03	k
L09S08W03P04	p
L09S08W03P05	a
L09S08W03P06	nː
L09S08W03P07	a
L09S08W03P08	n
L09S09W00P00	h
L09S09W00P01	a
L09S09W00P02	nː
L09S09W01P00	f
L09S09W01P01	ø̞
L09S09W01P02	ɭ
L09S09W01P03	uː
L09S09W01P04	r
L09S09W01P05	a
L09S09W01P06	d
L09S09W01P07	e̞
L09S09W02P00	p
L09S09W02P01	a
L09S09W02P02	ʈ
L09S09W02P03	iː
L09S09W02P04	e̞
L09S09W02P05	t
L10S00W00P00	t
L10S00W00P01	a
L10S00W00P02	nː
L10S00W00P03	t
L10S00W00P04	e̞
L10S00W00P05	n
L10S00W01P00	r
L10S00W01P01	ɵ
L10S00W01P02	lː
L10S00W01P03	a
L10S00W01P04	d
L10S00W01P05	e̞
L10S00W02P00	b
L10S00W02P01	ɔ
L10S00W02P02	lː
L10S00W02P03	e̞
L10S00W02P04	n
L10S01W00P00	ɧ
L10S01W00P01	iː
L10S01W00P02	v
L10S01W00P03	a
L10S01W00P04	n
L10S01W01P00	h
L10S01W01P01	ɑː
L10S01W01P02	r
L10S01W02P00	ɛ̝
L10S01W02P01	tː
L10S01W03P00	r
L10S01W03P01	ø̞
L10S01W03P02	tː
L10S01W04P00	f
L10S01W04P01	ʊ
L10S01W04P02	d
L10S01W04P03	r
L10S01W04P04	ɑː
L10S01W04P05	l
L10S02W00P00	m
L10S02W00P01	a
L10S02W00P02	mː
L10S02W00P03	a
L10S02W01P00	ɧ
L10S02W01P01	ɪ
L10S02W01P02	kː
L10S02W01P03	a
L10S02W01P04	r
L10S02W02P00	f
L10S02W02P01	ʝ
L10S02W02P02	uː
L10S02W02P03	ʈ
L10S02W02P04	ɔ
L10S02W02P05	n
L10S02W03P00	ʝ
L10S02W03P01	ʉː
L10S02W03P02	l
L10S02W03P03	k
L10S02W03P04	ʊ
L10S02W03P05	ʈː
L10S03W00P00	v
L10S03W00P01	ɛ̝
L10S03W00P02	nː
L10S03W00P03	e̞
L10S03W00P04	ɳ
L10S03W00P05	a
L10S03W01P00	v
L10S03W01P01	ɑː
L10S03W02P00	p
L10S03W02P01	oː
L10S03W03P00	b
L10S03W03P01	iː
L10S03W03P02	ʊ
L10S03W04P00	ɪ
L10S03W04P01	ɡ
L10S03W04P02	oː
L10S03W04P03	r
L10S04W00P00	s
L10S04W00P01	oː
L10S04W00P02	n
L10S04W00P03	e̞
L10S04W00P04	n
L10S04W01P00	ɕ
L10S04W01P01	øː
L10S04W01P02	r
L10S04W02P00	t
L10S04W02P01	r
L10S04W02P02	a
L10S04W02P03	kː
L10S04W02P04	t
L10S04W02P05	ʊ
L10S04W02P06	r
L10S04W03P00	p
L10S04W03P01	oː
L10S04W04P00	oː
L10S04W04P01	k
L10S04W04P02	e̞
L10S04W04P03	ɳ
L10S05W00P00	h
L10S05W00P01	a
L10S05W00P02	nː
L10S05W01P00	s
L10S05W01P01	v
L10S05W01P02	ɛ̝
L10S05W01P03	tː
L10S05W01P04	a
L10S05W01P05	d
L10S05W01P06	e̞
L10S05W01P07	s
L10S05W02P00	ɵ
L10S05W02P01	nː
L10S05W02P02	d
L10S05W02P03	e̞
L10S05W02P04	r
L10S05W03P00	m
L10S05W03P01	a
L10S05W03P02	ʈː
L10S05W03P03	ʂ
L10S05W03P04	e̞
L10S05W03P05	n
L10S06W00P00	ɛ̝
L10S06W00P01	nː
L10S06W01P00	ɡ
L10S06W01P01	r
L10S06W01P02	øː
L10S06W01P03	n
L10S06W02P00	s
L10S06W02P01	ʏ
L10S06W02P02	kː
L10S06W02P03	e̞
L10S06W02P04	l
L10S06W03P00	s
L10S06W03P01	t
L10S06W03P02	uː
L10S06W03P03	d
L10S06W04P00	ʊ
L10S06W04P01	lː
L10S06W04P02	oː
L10S06W04P03	s
L10S06W04P04	t
L10S07W00P00	ɕ
L10S07W00P01	ɛ̝
L10S07W00P02	ʝː
L10S07W00P03	e̞
L10S07W00P04	ɳ
L10S07W00P05	a
L10S07W01P00	s
L10S07W01P01	p
L10S07W01P02	eː
L10S07W01P03	l
L10S07W01P04	a
L10S07W01P05	r
L10S07W02P00	h
L10S07W02P01	a
L10S07W02P02	nː
L10S07W02P03	d
L10S07W02P04	b
L10S07W02P05	ɔ
L10S07W02P06	lː
L10S07W03P00	ɪ
L10S07W03P01	k
L10S07W03P02	v
L10S07W03P03	ɛ̝
L10S07W03P04	lː
L10S08W00P00	ɕ
L10S08W00P01	øː
L10S08W00P02	k
L10S08W00P03	e̞
L10S08W00P04	t
L10S08W01P00	s
L10S08W01P01	k
L10S08W01P02	ɑː
L10S08W02P00	s
L10S08W02P01	t
L10S08W02P02	ɛː
L10S08W02P03	d
L10S08W02P04	a
L10S08W02P05	s
L10S08W03P00	n
L10S08W03P01	ɛ̝
L10S08W03P02	sː
L10S08W03P03	t
L10S08W03P04	a
L10S08W04P00	l
L10S08W04P01	øː
L10S08W04P02	ɖ
L10S08W04P03	ɑ
L10S08W04P04	ɡ
L10S09W00P00	d
L10S09W00P01	ɛː
L10S09W01P00	ɛː
L10S09W02P00	p
L10S09W02P01	ɪ
L10S09W02P02	kː
L10S09W02P03	n
L10S09W02P04	ɪ
L10S09W02P05	k
L10S09W03P00	p
L10S09W03P01	oː
L10S09W04P00	s
L10S09W04P01	t
L10S09W04P02	r
L10S09W04P03	a
L10S09W04P04	nː
L10S09W04P05	d
L10S09W04P06	e̞
L10S09W04P07	n
L10S09W05P00	v
L10S09W05P01	iː
L10S09W06P00	ɧ
L10S09W06P01	ʉː
L11S00W00P00	b
L11S00W00P01	iː
L11S00W00P02	l
L11S00W00P03	e̞
L11S00W00P04	n
L11S00W01P00	ɕ
L11S00W01P01	øː
L11S00W01P02	r
L11S00W02P00	p
