// Setup				
SequentiallyOrderedLists = True				
SequentiallyOrderedSentences = True				
SequentiallyOrderedWords = True				
SequentiallyOrderedPhonemes = True				
PresetLevel = ListCollection				
				
// Components				
// LinguisticLevel	Id	ParentId	PrimaryStringRepresentation	IsPractiseComponent
Word	L22S08W02	L22S08	ost	False
Word	L22S08W03	L22S08	och	False
Word	L22S08W04	L22S08	korv	False
Sentence	L22S09	L22	Sentence09	False
Word	L22S09W00	L22S09	Barnet	False
Word	L22S09W01	L22S09	lärde	False
Word	L22S09W02	L22S09	sig	False
Word	L22S09W03	L22S09	alfabetet	False
				
List	L23	HINT	Lista 24	False
Sentence	L23S00	L23	Sentence00	False
Word	L23S00W00	L23S00	Soldaten	False
Word	L23S00W01	L23S00	springer	False
Word	L23S00W02	L23S00	över	False
Word	L23S00W03	L23S00	bron	False
Sentence	L23S01	L23	Sentence01	False
Word	L23S01W00	L23S01	Chefen	False
Word	L23S01W01	L23S01	pratade	False
Word	L23S01W02	L23S01	med	False
Word	L23S01W03	L23S01	honom	False
Sentence	L23S02	L23	Sentence02	False
Word	L23S02W00	L23S02	I	False
Word	L23S02W01	L23S02	glaset	False
Word	L23S02W02	L23S02	fanns	False
Word	L23S02W03	L23S02	en	False
Word	L23S02W04	L23S02	röd	False
Word	L23S02W05	L23S02	servett	False
Sentence	L23S03	L23	Sentence03	False
Word	L23S03W00	L23S03	Hundarna	False
Word	L23S03W01	L23S03	rullade	False
Word	L23S03W02	L23S03	runt	False
Word	L23S03W03	L23S03	i	False
Word	L23S03W04	L23S03	snön	False
Sentence	L23S04	L23	Sentence04	False
Word	L23S04W00	L23S04	Flickan	False
Word	L23S04W01	L23S04	lånade	False
Word	L23S04W02	L23S04	ut	False
Word	L23S04W03	L23S04	sitt	False
Word	L23S04W04	L23S04	hårband	False
Sentence	L23S05	L23	Sentence05	False
Word	L23S05W00	L23S05	Bilen	False
Word	L23S05W01	L23S05	fick	False
Word	L23S05W02	L23S05	två	False
Word	L23S05W03	L23S05	repor	False
Sentence	L23S06	L23	Sentence06	False
Word	L23S06W00	L23S06	Vaktmästaren	False
Word	L23S06W01	L23S06	städar	False
Word	L23S06W02	L23S06	matsalen	False
Sentence	L23S07	L23	Sentence07	False
Word	L23S07W00	L23S07	Killen	False
Word	L23S07W01	L23S07	målade	False
Word	L23S07W02	L23S07	om	False
Word	L23S07W03	L23S07	väggarna	False
Sentence	L23S08	L23	Sentence08	False
Word	L23S08W00	L23S08	Byxorna	False
Word	L23S08W01	L23S08	glömdes	False
Word	L23S08W02	L23S08	i	False
Word	L23S08W03	L23S08	torkskåpet	False
Sentence	L23S09	L23	Sentence09	False
Word	L23S09W00	L23S09	Jackan	False
Word	L23S09W01	L23S09	hängde	False
Word	L23S09W02	L23S09	i	False
Word	L23S09W03	L23S09	garderoben	False
				
List	L24	HINT	Lista 25	False
Sentence	L24S00	L24	Sentence00	False
Word	L24S00W00	L24S00	Elefanten	False
Word	L24S00W01	L24S00	åt	False
Word	L24S00W02	L24S00	ur	False
Word	L24S00W03	L24S00	en	False
Word	L24S00W04	L24S00	blå	False
Word	L24S00W05	L24S00	hink	False
Sentence	L24S01	L24	Sentence01	False
Word	L24S01W00	L24S01	Servitrisen	False
Word	L24S01W01	L24S01	bar	False
Word	L24S01W02	L24S01	ut	False
Word	L24S01W03	L24S01	grädden	False
Sentence	L24S02	L24	Sentence02	False
Word	L24S02W00	L24S02	Under	False
Word	L24S02W01	L24S02	fönstret	False
Word	L24S02W02	L24S02	stod	False
Word	L24S02W03	L24S02	en	False
Word	L24S02W04	L24S02	säng	False
Sentence	L24S03	L24	Sentence03	False
Word	L24S03W00	L24S03	Det	False
Word	L24S03W01	L24S03	fanns	False
Word	L24S03W02	L24S03	mycket	False
Word	L24S03W03	L24S03	svamp	False
Word	L24S03W04	L24S03	i	False
Word	L24S03W05	L24S03	gläntan	False
Sentence	L24S04	L24	Sentence04	False
Word	L24S04W00	L24S04	Klockan	False
Word	L24S04W01	L24S04	i	False
Word	L24S04W02	L24S04	köket	False
Word	L24S04W03	L24S04	slog	False
Word	L24S04W04	L24S04	tolv	False
Sentence	L24S05	L24	Sentence05	False
Word	L24S05W00	L24S05	Pojkarna	False
Word	L24S05W01	L24S05	sprang	False
Word	L24S05W02	L24S05	nedför	False
Word	L24S05W03	L24S05	backen	False
Sentence	L24S06	L24	Sentence06	False
Word	L24S06W00	L24S06	Flickan	False
Word	L24S06W01	L24S06	har	False
Word	L24S06W02	L24S06	tio	False
Word	L24S06W03	L24S06	väskor	False
Sentence	L24S07	L24	Sentence07	False
Word	L24S07W00	L24S07	Dockan	False
Word	L24S07W01	L24S07	låg	False
Word	L24S07W02	L24S07	gömd	False
Word	L24S07W03	L24S07	i	False
Word	L24S07W04	L24S07	buskarna	False
Sentence	L24S08	L24	Sentence08	False
Word	L24S08W00	L24S08	Kompisarna	False
Word	L24S08W01	L24S08	delar	False
Word	L24S08W02	L24S08	på	False
Word	L24S08W03	L24S08	pizzan	False
Sentence	L24S09	L24	Sentence09	False
Word	L24S09W00	L24S09	Grannen	False
Word	L24S09W01	L24S09	lånade	False
Word	L24S09W02	L24S09	en	False
Word	L24S09W03	L24S09	mejsel	False
				
List	L25	HINT	Övningslista 1	True
Sentence	L25S00	L25	Sentence00	True
Word	L25S00W00	L25S00	Kvinnan	True
Word	L25S00W01	L25S00	plockar	True
Word	L25S00W02	L25S00	fram	True
Word	L25S00W03	L25S00	sin	True
Word	L25S00W04	L25S00	medicin	True
Sentence	L25S01	L25	Sentence01	True
Word	L25S01W00	L25S01	Killen	True
Word	L25S01W01	L25S01	köpte	True
Word	L25S01W02	L25S01	en	True
Word	L25S01W03	L25S01	glass	True
Sentence	L25S02	L25	Sentence02	True
Word	L25S02W00	L25S02	Han	True
Word	L25S02W01	L25S02	sprang	True
Word	L25S02W02	L25S02	fort	True
Word	L25S02W03	L25S02	genom	True
Word	L25S02W04	L25S02	skogen	True
Sentence	L25S03	L25	Sentence03	True
Word	L25S03W00	L25S03	Svenskarna	True
Word	L25S03W01	L25S03	dricker	True
Word	L25S03W02	L25S03	hemgjord	True
Word	L25S03W03	L25S03	saft	True
Sentence	L25S04	L25	Sentence04	True
Word	L25S04W00	L25S04	Morfar	True
Word	L25S04W01	L25S04	odlar	True
Word	L25S04W02	L25S04	potatis	True
Sentence	L25S05	L25	Sentence05	True
Word	L25S05W00	L25S05	Grannen	True
Word	L25S05W01	L25S05	hade	True
Word	L25S05W02	L25S05	fest	True
Word	L25S05W03	L25S05	igår	True
Sentence	L25S06	L25	Sentence06	True
Word	L25S06W00	L25S06	Pojken	True
Word	L25S06W01	L25S06	kräver	True
Word	L25S06W02	L25S06	högre	True
Word	L25S06W03	L25S06	veckopeng	True
Sentence	L25S07	L25	Sentence07	True
Word	L25S07W00	L25S07	Barnet	True
Word	L25S07W01	L25S07	lekte	True
Word	L25S07W02	L25S07	med	True
Word	L25S07W03	L25S07	hunden	True
Sentence	L25S08	L25	Sentence08	True
Word	L25S08W00	L25S08	Båda	True
Word	L25S08W01	L25S08	tröjorna	True
Word	L25S08W02	L25S08	var	True
Word	L25S08W03	L25S08	svarta	True
Sentence	L25S09	L25	Sentence09	True
Word	L25S09W00	L25S09	Lyktan	True
Word	L25S09W01	L25S09	gav	True
Word	L25S09W02	L25S09	ett	True
Word	L25S09W03	L25S09	grönt	True
Word	L25S09W04	L25S09	sken	True
				
List	L26	HINT	Övningslista 2	True
Sentence	L26S00	L26	Sentence00	True
Word	L26S00W00	L26S00	Kvinnorna	True
Word	L26S00W01	L26S00	satt	True
Word	L26S00W02	L26S00	på	True
Word	L26S00W03	L26S00	bänken	True
Sentence	L26S01	L26	Sentence01	True
Word	L26S01W00	L26S01	Pojkarna	True
Word	L26S01W01	L26S01	lekte	True
Word	L26S01W02	L26S01	på	True
Word	L26S01W03	L26S01	stranden	True
Sentence	L26S02	L26	Sentence02	True
Word	L26S02W00	L26S02	Syltburken	True
Word	L26S02W01	L26S02	står	True
Word	L26S02W02	L26S02	på	True
Word	L26S02W03	L26S02	köksbordet	True
Sentence	L26S03	L26	Sentence03	True
Word	L26S03W00	L26S03	Fåtöljen	True
Word	L26S03W01	L26S03	står	True
Word	L26S03W02	L26S03	en	True
Word	L26S03W03	L26S03	trappa	True
Word	L26S03W04	L26S03	upp	True
Sentence	L26S04	L26	Sentence04	True
Word	L26S04W00	L26S04	Det	True
Word	L26S04W01	L26S04	låg	True
Word	L26S04W02	L26S04	en	True
Word	L26S04W03	L26S04	vit	True
Word	L26S04W04	L26S04	snäcka	True
Word	L26S04W05	L26S04	på	True
Word	L26S04W06	L26S04	botten	True
Sentence	L26S05	L26	Sentence05	True
Word	L26S05W00	L26S05	Mamma	True
Word	L26S05W01	L26S05	dricker	True
Word	L26S05W02	L26S05	ur	True
Word	L26S05W03	L26S05	sin	True
Word	L26S05W04	L26S05	nya	True
Word	L26S05W05	L26S05	kopp	True
Sentence	L26S06	L26	Sentence06	True
Word	L26S06W00	L26S06	Boken	True
Word	L26S06W01	L26S06	är	True
Word	L26S06W02	L26S06	i	True
Word	L26S06W03	L26S06	trädgården	True
Sentence	L26S07	L26	Sentence07	True
Word	L26S07W00	L26S07	Skivan	True
Word	L26S07W01	L26S07	innehöll	True
Word	L26S07W02	L26S07	femton	True
Word	L26S07W03	L26S07	låtar	True
Sentence	L26S08	L26	Sentence08	True
Word	L26S08W00	L26S08	Hennes	True
Word	L26S08W01	L26S08	skor	True
Word	L26S08W02	L26S08	är	True
Word	L26S08W03	L26S08	svarta	True
Sentence	L26S09	L26	Sentence09	True
Word	L26S09W00	L26S09	Handskarna	True
Word	L26S09W01	L26S09	låg	True
Word	L26S09W02	L26S09	på	True
Word	L26S09W03	L26S09	hatthyllan	True
				
List	L27	HINT	Övningslista 3	True
Sentence	L27S00	L27	Sentence00	True
Word	L27S00W00	L27S00	Kusinerna	True
Word	L27S00W01	L27S00	satt	True
Word	L27S00W02	L27S00	i	True
Word	L27S00W03	L27S00	fåtöljen	True
Sentence	L27S01	L27	Sentence01	True
Word	L27S01W00	L27S01	Mormor	True
Word	L27S01W01	L27S01	äter	True
Word	L27S01W02	L27S01	gröt	True
Word	L27S01W03	L27S01	varje	True
Word	L27S01W04	L27S01	dag	True
Sentence	L27S02	L27	Sentence02	True
Word	L27S02W00	L27S02	Damen	True
Word	L27S02W01	L27S02	handlade	True
Word	L27S02W02	L27S02	sju	True
Word	L27S02W03	L27S02	skjortor	True
Sentence	L27S03	L27	Sentence03	True
Word	L27S03W00	L27S03	Sönerna	True
Word	L27S03W01	L27S03	pussade	True
Word	L27S03W02	L27S03	sin	True
Word	L27S03W03	L27S03	mamma	True
Sentence	L27S04	L27	Sentence04	True
Word	L27S04W00	L27S04	Pappa	True
Word	L27S04W01	L27S04	väntade	True
Word	L27S04W02	L27S04	utanför	True
Sentence	L27S05	L27	Sentence05	True
Word	L27S05W00	L27S05	Killarna	True
Word	L27S05W01	L27S05	stod	True
Word	L27S05W02	L27S05	framför	True
Word	L27S05W03	L27S05	kiosken	True
Sentence	L27S06	L27	Sentence06	True
Word	L27S06W00	L27S06	Mamma	True
Word	L27S06W01	L27S06	stökade	True
Word	L27S06W02	L27S06	till	True
Word	L27S06W03	L27S06	i	True
Word	L27S06W04	L27S06	köket	True
Sentence	L27S07	L27	Sentence07	True
Word	L27S07W00	L27S07	Det	True
Word	L27S07W01	L27S07	sitter	True
Word	L27S07W02	L27S07	tio	True
Word	L27S07W03	L27S07	män	True
Word	L27S07W04	L27S07	i	True
Word	L27S07W05	L27S07	bastun	True
Sentence	L27S08	L27	Sentence08	True
Word	L27S08W00	L27S08	Brandbilen	True
Word	L27S08W01	L27S08	välte	True
Word	L27S08W02	L27S08	ner	True
Word	L27S08W03	L27S08	i	True
Word	L27S08W04	L27S08	diket	True
Sentence	L27S09	L27	Sentence09	True
Word	L27S09W00	L27S09	Trädet	True
Word	L27S09W01	L27S09	hade	True
Word	L27S09W02	L27S09	bara	True
Word	L27S09W03	L27S09	sex	True
Word	L27S09W04	L27S09	löv	True
Word	L27S09W05	L27S09	kvar	True
				
List	L28	HINT	Övningslista 4	True
Sentence	L28S00	L28	Sentence00	True
Word	L28S00W00	L28S00	Kvinnan	True
Word	L28S00W01	L28S00	hade	True
Word	L28S00W02	L28S00	blå	True
Word	L28S00W03	L28S00	naglar	True
Sentence	L28S01	L28	Sentence01	True
Word	L28S01W00	L28S01	Pojken	True
Word	L28S01W01	L28S01	i	True
Word	L28S01W02	L28S01	grönt	True
Word	L28S01W03	L28S01	åt	True
Word	L28S01W04	L28S01	tre	True
Word	L28S01W05	L28S01	portioner	True
Sentence	L28S02	L28	Sentence02	True
Word	L28S02W00	L28S02	Barnen	True
Word	L28S02W01	L28S02	fick	True
Word	L28S02W02	L28S02	måla	True
Word	L28S02W03	L28S02	nere	True
Word	L28S02W04	L28S02	vid	True
Word	L28S02W05	L28S02	ån	True
Sentence	L28S03	L28	Sentence03	True
Word	L28S03W00	L28S03	På	True
Word	L28S03W01	L28S03	lovet	True
Word	L28S03W02	L28S03	ska	True
Word	L28S03W03	L28S03	jag	True
Word	L28S03W04	L28S03	till	True
Word	L28S03W05	L28S03	simhallen	True
Sentence	L28S04	L28	Sentence04	True
Word	L28S04W00	L28S04	Det	True
Word	L28S04W01	L28S04	låg	True
Word	L28S04W02	L28S04	tretton	True
Word	L28S04W03	L28S04	knivar	True
Word	L28S04W04	L28S04	i	True
Word	L28S04W05	L28S04	lådan	True
Sentence	L28S05	L28	Sentence05	True
Word	L28S05W00	L28S05	Påsen	True
Word	L28S05W01	L28S05	innehöll	True
Word	L28S05W02	L28S05	ett	True
Word	L28S05W03	L28S05	gult	True
Word	L28S05W04	L28S05	paket	True
Sentence	L28S06	L28	Sentence06	True
Word	L28S06W00	L28S06	Författaren	True
Word	L28S06W01	L28S06	såg	True
Word	L28S06W02	L28S06	en	True
Word	L28S06W03	L28S06	pjäs	True
Sentence	L28S07	L28	Sentence07	True
Word	L28S07W00	L28S07	Tjejen	True
Word	L28S07W01	L28S07	satt	True
Word	L28S07W02	L28S07	i	True
Word	L28S07W03	L28S07	trappan	True
Sentence	L28S08	L28	Sentence08	True
Word	L28S08W00	L28S08	Barnen	True
Word	L28S08W01	L28S08	lekte	True
Word	L28S08W02	L28S08	framför	True
Word	L28S08W03	L28S08	huset	True
Sentence	L28S09	L28	Sentence09	True
Word	L28S09W00	L28S09	Löparen	True
Word	L28S09W01	L28S09	rengjorde	True
Word	L28S09W02	L28S09	sina	True
Word	L28S09W03	L28S09	skor	True
				
List	L29	HINT	Övningslista 5	True
Sentence	L29S00	L29	Sentence00	True
Word	L29S00W00	L29S00	Klänningen	True
Word	L29S00W01	L29S00	i	True
Word	L29S00W02	L29S00	skyltfönstret	True
Word	L29S00W03	L29S00	är	True
Word	L29S00W04	L29S00	vit	True
Sentence	L29S01	L29	Sentence01	True
Word	L29S01W00	L29S01	Affärsmannen	True
Word	L29S01W01	L29S01	körde	True
Word	L29S01W02	L29S01	för	True
Word	L29S01W03	L29S01	fort	True
Sentence	L29S02	L29	Sentence02	True
Word	L29S02W00	L29S02	Servitrisen	True
Word	L29S02W01	L29S02	tappar	True
Word	L29S02W02	L29S02	besticken	True
Sentence	L29S03	L29	Sentence03	True
Word	L29S03W00	L29S03	Månen	True
Word	L29S03W01	L29S03	lyste	True
Word	L29S03W02	L29S03	på	True
Word	L29S03W03	L29S03	de	True
Word	L29S03W04	L29S03	sex	True
Word	L29S03W05	L29S03	männen	True
Sentence	L29S04	L29	Sentence04	True
Word	L29S04W00	L29S04	I	True
Word	L29S04W01	L29S04	diskhon	True
Word	L29S04W02	L29S04	låg	True
Word	L29S04W03	L29S04	tjugo	True
Word	L29S04W04	L29S04	gafflar	True
Sentence	L29S05	L29	Sentence05	True
Word	L29S05W00	L29S05	Flickan	True
Word	L29S05W01	L29S05	stod	True
Word	L29S05W02	L29S05	länge	True
Word	L29S05W03	L29S05	i	True
Word	L29S05W04	L29S05	duschen	True
Sentence	L29S06	L29	Sentence06	True
Word	L29S06W00	L29S06	Han	True
Word	L29S06W01	L29S06	tappade	True
Word	L29S06W02	L29S06	en	True
Word	L29S06W03	L29S06	sko	True
Sentence	L29S07	L29	Sentence07	True
Word	L29S07W00	L29S07	Åtta	True
Word	L29S07W01	L29S07	tallrikar	True
Word	L29S07W02	L29S07	föll	True
Word	L29S07W03	L29S07	från	True
Word	L29S07W04	L29S07	hyllan	True
Sentence	L29S08	L29	Sentence08	True
Word	L29S08W00	L29S08	Fem	True
Word	L29S08W01	L29S08	filmer	True
Word	L29S08W02	L29S08	recenserades	True
Sentence	L29S09	L29	Sentence09	True
Word	L29S09W00	L29S09	En	True
Word	L29S09W01	L29S09	spegelram	True
Word	L29S09W02	L29S09	målades	True
Word	L29S09W03	L29S09	grön	True
