// Setup				
SequentiallyOrderedLists = True				
SequentiallyOrderedSentences = True				
SequentiallyOrderedWords = True				
SequentiallyOrderedPhonemes = True				
PresetLevel = ListCollection				
				
// Components				
// LinguisticLevel	Id	ParentId	PrimaryStringRepresentation	IsPractiseComponent
Word	L11S03W00	L11S03	Refrängen	False
Word	L11S03W01	L11S03	kom	False
Word	L11S03W02	L11S03	tre	False
Word	L11S03W03	L11S03	gånger	False
Sentence	L11S04	L11	Sentence04	False
Word	L11S04W00	L11S04	De	False
Word	L11S04W01	L11S04	tvättade	False
Word	L11S04W02	L11S04	i	False
Word	L11S04W03	L11S04	kallt	False
Word	L11S04W04	L11S04	vatten	False
Sentence	L11S05	L11	Sentence05	False
Word	L11S05W00	L11S05	Flickan	False
Word	L11S05W01	L11S05	fick	False
Word	L11S05W02	L11S05	sjutton	False
Word	L11S05W03	L11S05	julklappar	False
Sentence	L11S06	L11	Sentence06	False
Word	L11S06W00	L11S06	Paret	False
Word	L11S06W01	L11S06	gick	False
Word	L11S06W02	L11S06	genom	False
Word	L11S06W03	L11S06	parken	False
Sentence	L11S07	L11	Sentence07	False
Word	L11S07W00	L11S07	Matchen	False
Word	L11S07W01	L11S07	spelades	False
Word	L11S07W02	L11S07	i	False
Word	L11S07W03	L11S07	gassande	False
Word	L11S07W04	L11S07	sol	False
Sentence	L11S08	L11	Sentence08	False
Word	L11S08W00	L11S08	Ödlan	False
Word	L11S08W01	L11S08	smet	False
Word	L11S08W02	L11S08	ner	False
Word	L11S08W03	L11S08	under	False
Word	L11S08W04	L11S08	bron	False
Sentence	L11S09	L11	Sentence09	False
Word	L11S09W00	L11S09	En	False
Word	L11S09W01	L11S09	häst	False
Word	L11S09W02	L11S09	betade	False
Word	L11S09W03	L11S09	bland	False
Word	L11S09W04	L11S09	fåren	False
				
List	L12	HINT	Lista 13	False
Sentence	L12S00	L12	Sentence00	False
Word	L12S00W00	L12S00	Han	False
Word	L12S00W01	L12S00	brände	False
Word	L12S00W02	L12S00	sig	False
Word	L12S00W03	L12S00	på	False
Word	L12S00W04	L12S00	strykjärnet	False
Sentence	L12S01	L12	Sentence01	False
Word	L12S01W00	L12S01	Växten	False
Word	L12S01W01	L12S01	i	False
Word	L12S01W02	L12S01	fönstret	False
Word	L12S01W03	L12S01	har	False
Word	L12S01W04	L12S01	en	False
Word	L12S01W05	L12S01	blomma	False
Sentence	L12S02	L12	Sentence02	False
Word	L12S02W00	L12S02	Han	False
Word	L12S02W01	L12S02	tappade	False
Word	L12S02W02	L12S02	kniven	False
Word	L12S02W03	L12S02	i	False
Word	L12S02W04	L12S02	sjön	False
Sentence	L12S03	L12	Sentence03	False
Word	L12S03W00	L12S03	Tolv	False
Word	L12S03W01	L12S03	muffins	False
Word	L12S03W02	L12S03	gräddades	False
Word	L12S03W03	L12S03	i	False
Word	L12S03W04	L12S03	ugnen	False
Sentence	L12S04	L12	Sentence04	False
Word	L12S04W00	L12S04	Farmor	False
Word	L12S04W01	L12S04	åker	False
Word	L12S04W02	L12S04	till	False
Word	L12S04W03	L12S04	golfbanan	False
Sentence	L12S05	L12	Sentence05	False
Word	L12S05W00	L12S05	Såsen	False
Word	L12S05W01	L12S05	kokade	False
Word	L12S05W02	L12S05	över	False
Sentence	L12S06	L12	Sentence06	False
Word	L12S06W00	L12S06	Två	False
Word	L12S06W01	L12S06	muggar	False
Word	L12S06W02	L12S06	gick	False
Word	L12S06W03	L12S06	sönder	False
Sentence	L12S07	L12	Sentence07	False
Word	L12S07W00	L12S07	De	False
Word	L12S07W01	L12S07	sprang	False
Word	L12S07W02	L12S07	runt	False
Word	L12S07W03	L12S07	det	False
Word	L12S07W04	L12S07	gula	False
Word	L12S07W05	L12S07	huset	False
Sentence	L12S08	L12	Sentence08	False
Word	L12S08W00	L12S08	I	False
Word	L12S08W01	L12S08	aulan	False
Word	L12S08W02	L12S08	hänger	False
Word	L12S08W03	L12S08	tolv	False
Word	L12S08W04	L12S08	tavlor	False
Sentence	L12S09	L12	Sentence09	False
Word	L12S09W00	L12S09	Flickan	False
Word	L12S09W01	L12S09	lyssnade	False
Word	L12S09W02	L12S09	på	False
Word	L12S09W03	L12S09	talet	False
				
List	L13	HINT	Lista 14	False
Sentence	L13S00	L13	Sentence00	False
Word	L13S00W00	L13S00	Morfar	False
Word	L13S00W01	L13S00	fiskar	False
Word	L13S00W02	L13S00	hela	False
Word	L13S00W03	L13S00	dagarna	False
Sentence	L13S01	L13	Sentence01	False
Word	L13S01W00	L13S01	Pappa	False
Word	L13S01W01	L13S01	tvättar	False
Word	L13S01W02	L13S01	den	False
Word	L13S01W03	L13S01	blå	False
Word	L13S01W04	L13S01	bilen	False
Sentence	L13S02	L13	Sentence02	False
Word	L13S02W00	L13S02	Målaren	False
Word	L13S02W01	L13S02	beställde	False
Word	L13S02W02	L13S02	två	False
Word	L13S02W03	L13S02	öl	False
Sentence	L13S03	L13	Sentence03	False
Word	L13S03W00	L13S03	Det	False
Word	L13S03W01	L13S03	finns	False
Word	L13S03W02	L13S03	en	False
Word	L13S03W03	L13S03	spegel	False
Word	L13S03W04	L13S03	i	False
Word	L13S03W05	L13S03	sovrummet	False
Sentence	L13S04	L13	Sentence04	False
Word	L13S04W00	L13S04	Äggen	False
Word	L13S04W01	L13S04	ska	False
Word	L13S04W02	L13S04	kokas	False
Word	L13S04W03	L13S04	sju	False
Word	L13S04W04	L13S04	minuter	False
Sentence	L13S05	L13	Sentence05	False
Word	L13S05W00	L13S05	Flickan	False
Word	L13S05W01	L13S05	känner	False
Word	L13S05W02	L13S05	min	False
Word	L13S05W03	L13S05	kusin	False
Sentence	L13S06	L13	Sentence06	False
Word	L13S06W00	L13S06	Spaden	False
Word	L13S06W01	L13S06	i	False
Word	L13S06W02	L13S06	sandlådan	False
Word	L13S06W03	L13S06	var	False
Word	L13S06W04	L13S06	gul	False
Sentence	L13S07	L13	Sentence07	False
Word	L13S07W00	L13S07	Min	False
Word	L13S07W01	L13S07	morbror	False
Word	L13S07W02	L13S07	ska	False
Word	L13S07W03	L13S07	cykla	False
Word	L13S07W04	L13S07	till	False
Word	L13S07W05	L13S07	Norge	False
Sentence	L13S08	L13	Sentence08	False
Word	L13S08W00	L13S08	Två	False
Word	L13S08W01	L13S08	svarta	False
Word	L13S08W02	L13S08	skjortor	False
Word	L13S08W03	L13S08	hängde	False
Word	L13S08W04	L13S08	på	False
Word	L13S08W05	L13S08	tork	False
Sentence	L13S09	L13	Sentence09	False
Word	L13S09W00	L13S09	Flickan	False
Word	L13S09W01	L13S09	hittade	False
Word	L13S09W02	L13S09	inte	False
Word	L13S09W03	L13S09	rätt	False
Word	L13S09W04	L13S09	väg	False
				
List	L14	HINT	Lista 15	False
Sentence	L14S00	L14	Sentence00	False
Word	L14S00W00	L14S00	Läraren	False
Word	L14S00W01	L14S00	tränar	False
Word	L14S00W02	L14S00	efter	False
Word	L14S00W03	L14S00	skolan	False
Sentence	L14S01	L14	Sentence01	False
Word	L14S01W00	L14S01	En	False
Word	L14S01W01	L14S01	gul	False
Word	L14S01W02	L14S01	ros	False
Word	L14S01W03	L14S01	blev	False
Word	L14S01W04	L14S01	gruppens	False
Word	L14S01W05	L14S01	symbol	False
Sentence	L14S02	L14	Sentence02	False
Word	L14S02W00	L14S02	Tyskarna	False
Word	L14S02W01	L14S02	bodde	False
Word	L14S02W02	L14S02	hos	False
Word	L14S02W03	L14S02	morfar	False
Sentence	L14S03	L14	Sentence03	False
Word	L14S03W00	L14S03	Ljuset	False
Word	L14S03W01	L14S03	brinner	False
Word	L14S03W02	L14S03	långsamt	False
Sentence	L14S04	L14	Sentence04	False
Word	L14S04W00	L14S04	Mamma	False
Word	L14S04W01	L14S04	ska	False
Word	L14S04W02	L14S04	baka	False
Word	L14S04W03	L14S04	en	False
Word	L14S04W04	L14S04	paj	False
Sentence	L14S05	L14	Sentence05	False
Word	L14S05W00	L14S05	Flickan	False
Word	L14S05W01	L14S05	sökte	False
Word	L14S05W02	L14S05	en	False
Word	L14S05W03	L14S05	vit	False
Word	L14S05W04	L14S05	sjal	False
Sentence	L14S06	L14	Sentence06	False
Word	L14S06W00	L14S06	Pojken	False
Word	L14S06W01	L14S06	hann	False
Word	L14S06W02	L14S06	tvätta	False
Word	L14S06W03	L14S06	arton	False
Word	L14S06W04	L14S06	bilar	False
Sentence	L14S07	L14	Sentence07	False
Word	L14S07W00	L14S07	Pappa	False
Word	L14S07W01	L14S07	slängde	False
Word	L14S07W02	L14S07	den	False
Word	L14S07W03	L14S07	brända	False
Word	L14S07W04	L14S07	kakan	False
Sentence	L14S08	L14	Sentence08	False
Word	L14S08W00	L14S08	Tjejen	False
Word	L14S08W01	L14S08	kom	False
Word	L14S08W02	L14S08	in	False
Word	L14S08W03	L14S08	i	False
Word	L14S08W04	L14S08	rummet	False
Sentence	L14S09	L14	Sentence09	False
Word	L14S09W00	L14S09	Den	False
Word	L14S09W01	L14S09	vita	False
Word	L14S09W02	L14S09	stolen	False
Word	L14S09W03	L14S09	står	False
Word	L14S09W04	L14S09	på	False
Word	L14S09W05	L14S09	gruset	False
				
List	L15	HINT	Lista 16	False
Sentence	L15S00	L15	Sentence00	False
Word	L15S00W00	L15S00	Hon	False
Word	L15S00W01	L15S00	sköljde	False
Word	L15S00W02	L15S00	kläderna	False
Word	L15S00W03	L15S00	i	False
Word	L15S00W04	L15S00	bäcken	False
Sentence	L15S01	L15	Sentence01	False
Word	L15S01W00	L15S01	Det	False
Word	L15S01W01	L15S01	står	False
Word	L15S01W02	L15S01	en	False
Word	L15S01W03	L15S01	blomma	False
Word	L15S01W04	L15S01	på	False
Word	L15S01W05	L15S01	pallen	False
Sentence	L15S02	L15	Sentence02	False
Word	L15S02W00	L15S02	Köksklockan	False
Word	L15S02W01	L15S02	går	False
Word	L15S02W02	L15S02	fel	False
Sentence	L15S03	L15	Sentence03	False
Word	L15S03W00	L15S03	Det	False
Word	L15S03W01	L15S03	stod	False
Word	L15S03W02	L15S03	en	False
Word	L15S03W03	L15S03	ren	False
Word	L15S03W04	L15S03	vid	False
Word	L15S03W05	L15S03	vägkanten	False
Sentence	L15S04	L15	Sentence04	False
Word	L15S04W00	L15S04	En	False
Word	L15S04W01	L15S04	röd	False
Word	L15S04W02	L15S04	lampa	False
Word	L15S04W03	L15S04	tänds	False
Sentence	L15S05	L15	Sentence05	False
Word	L15S05W00	L15S05	Flickan	False
Word	L15S05W01	L15S05	säljer	False
Word	L15S05W02	L15S05	glass	False
Word	L15S05W03	L15S05	på	False
Word	L15S05W04	L15S05	stranden	False
Sentence	L15S06	L15	Sentence06	False
Word	L15S06W00	L15S06	Stadsborna	False
Word	L15S06W01	L15S06	åker	False
Word	L15S06W02	L15S06	till	False
Word	L15S06W03	L15S06	havet	False
Sentence	L15S07	L15	Sentence07	False
Word	L15S07W00	L15S07	Grodan	False
Word	L15S07W01	L15S07	ska	False
Word	L15S07W02	L15S07	fånga	False
Word	L15S07W03	L15S07	en	False
Word	L15S07W04	L15S07	fluga	False
Sentence	L15S08	L15	Sentence08	False
Word	L15S08W00	L15S08	Mamma	False
Word	L15S08W01	L15S08	strök	False
Word	L15S08W02	L15S08	byxorna	False
Sentence	L15S09	L15	Sentence09	False
Word	L15S09W00	L15S09	Mormor	False
Word	L15S09W01	L15S09	ska	False
Word	L15S09W02	L15S09	till	False
Word	L15S09W03	L15S09	Grekland	False
Word	L15S09W04	L15S09	imorgon	False
				
List	L16	HINT	Lista 17	False
Sentence	L16S00	L16	Sentence00	False
Word	L16S00W00	L16S00	Ledarna	False
Word	L16S00W01	L16S00	ordnade	False
Word	L16S00W02	L16S00	en	False
Word	L16S00W03	L16S00	lekkväll	False
Sentence	L16S01	L16	Sentence01	False
Word	L16S01W00	L16S01	Han	False
Word	L16S01W01	L16S01	åker	False
Word	L16S01W02	L16S01	skridskor	False
Word	L16S01W03	L16S01	med	False
Word	L16S01W04	L16S01	barnen	False
Sentence	L16S02	L16	Sentence02	False
Word	L16S02W00	L16S02	Lillasyster	False
Word	L16S02W01	L16S02	öppnade	False
Word	L16S02W02	L16S02	paket	False
Sentence	L16S03	L16	Sentence03	False
Word	L16S03W00	L16S03	Pojken	False
Word	L16S03W01	L16S03	åt	False
Word	L16S03W02	L16S03	allt	False
Word	L16S03W03	L16S03	utom	False
Word	L16S03W04	L16S03	kärnhuset	False
Sentence	L16S04	L16	Sentence04	False
Word	L16S04W00	L16S04	Femåringen	False
Word	L16S04W01	L16S04	samlade	False
Word	L16S04W02	L16S04	burkar	False
Sentence	L16S05	L16	Sentence05	False
Word	L16S05W00	L16S05	Pappa	False
Word	L16S05W01	L16S05	har	False
Word	L16S05W02	L16S05	bytt	False
Word	L16S05W03	L16S05	frisyr	False
Sentence	L16S06	L16	Sentence06	False
Word	L16S06W00	L16S06	Den	False
Word	L16S06W01	L16S06	svarta	False
Word	L16S06W02	L16S06	hunden	False
Word	L16S06W03	L16S06	var	False
Word	L16S06W04	L16S06	hungrig	False
Sentence	L16S07	L16	Sentence07	False
Word	L16S07W00	L16S07	Tanten	False
Word	L16S07W01	L16S07	plockade	False
Word	L16S07W02	L16S07	snäckor	False
Sentence	L16S08	L16	Sentence08	False
Word	L16S08W00	L16S08	Lillebror	False
Word	L16S08W01	L16S08	vattnade	False
Word	L16S08W02	L16S08	gräsmattan	False
Sentence	L16S09	L16	Sentence09	False
Word	L16S09W00	L16S09	Gästen	False
Word	L16S09W01	L16S09	bad	False
Word	L16S09W02	L16S09	om	False
Word	L16S09W03	L16S09	en	False
Word	L16S09W04	L16S09	filt	False
				
List	L17	HINT	Lista 18	False
Sentence	L17S00	L17	Sentence00	False
Word	L17S00W00	L17S00	Anden	False
Word	L17S00W01	L17S00	simmade	False
Word	L17S00W02	L17S00	i	False
Word	L17S00W03	L17S00	dammen	False
Sentence	L17S01	L17	Sentence01	False
Word	L17S01W00	L17S01	Bollen	False
Word	L17S01W01	L17S01	studsade	False
Word	L17S01W02	L17S01	ut	False
Word	L17S01W03	L17S01	på	False
Word	L17S01W04	L17S01	vägen	False
Sentence	L17S02	L17	Sentence02	False
Word	L17S02W00	L17S02	Engelsmannen	False
Word	L17S02W01	L17S02	spelar	False
Word	L17S02W02	L17S02	tuba	False
Sentence	L17S03	L17	Sentence03	False
Word	L17S03W00	L17S03	Hon	False
Word	L17S03W01	L17S03	köpte	False
Word	L17S03W02	L17S03	sex	False
Word	L17S03W03	L17S03	liter	False
Word	L17S03W04	L17S03	mjölk	False
Sentence	L17S04	L17	Sentence04	False
Word	L17S04W00	L17S04	Farfar	False
Word	L17S04W01	L17S04	lagar	False
Word	L17S04W02	L17S04	mat	False
Word	L17S04W03	L17S04	åt	False
Word	L17S04W04	L17S04	barnen	False
Sentence	L17S05	L17	Sentence05	False
Word	L17S05W00	L17S05	Mannen	False
Word	L17S05W01	L17S05	vaknade	False
Word	L17S05W02	L17S05	på	False
Word	L17S05W03	L17S05	soffan	False
Sentence	L17S06	L17	Sentence06	False
Word	L17S06W00	L17S06	Pojken	False
Word	L17S06W01	L17S06	skrattade	False
Word	L17S06W02	L17S06	åt	False
Word	L17S06W03	L17S06	sin	False
Word	L17S06W04	L17S06	kompis	False
Sentence	L17S07	L17	Sentence07	False
Word	L17S07W00	L17S07	Ungdomarna	False
Word	L17S07W01	L17S07	köper	False
Word	L17S07W02	L17S07	varsin	False
Word	L17S07W03	L17S07	glass	False
Sentence	L17S08	L17	Sentence08	False
Word	L17S08W00	L17S08	Flickan	False
Word	L17S08W01	L17S08	har	False
Word	L17S08W02	L17S08	kort	False
Word	L17S08W03	L17S08	rött	False
Word	L17S08W04	L17S08	hår	False
Sentence	L17S09	L17	Sentence09	False
Word	L17S09W00	L17S09	Ett	False
Word	L17S09W01	L17S09	grönt	False
Word	L17S09W02	L17S09	kuvert	False
Word	L17S09W03	L17S09	låg	False
Word	L17S09W04	L17S09	kvar	False
Word	L17S09W05	L17S09	i	False
Word	L17S09W06	L17S09	köket	False
				
List	L18	HINT	Lista 19	False
Sentence	L18S00	L18	Sentence00	False
Word	L18S00W00	L18S00	De	False
Word	L18S00W01	L18S00	röda	False
Word	L18S00W02	L18S00	bladen	False
Word	L18S00W03	L18S00	föll	False
Word	L18S00W04	L18S00	från	False
Word	L18S00W05	L18S00	trädet	False
Sentence	L18S01	L18	Sentence01	False
Word	L18S01W00	L18S01	Det	False
Word	L18S01W01	L18S01	finns	False
Word	L18S01W02	L18S01	två	False
Word	L18S01W03	L18S01	gungor	False
Word	L18S01W04	L18S01	i	False
Word	L18S01W05	L18S01	parken	False
Sentence	L18S02	L18	Sentence02	False
Word	L18S02W00	L18S02	Bilen	False
Word	L18S02W01	L18S02	står	False
Word	L18S02W02	L18S02	fem	False
Word	L18S02W03	L18S02	gator	False
Word	L18S02W04	L18S02	bort	False
Sentence	L18S03	L18	Sentence03	False
Word	L18S03W00	L18S03	Dansken	False
Word	L18S03W01	L18S03	reser	False
Word	L18S03W02	L18S03	till	False
Word	L18S03W03	L18S03	Sverige	False
Sentence	L18S04	L18	Sentence04	False
Word	L18S04W00	L18S04	Flickan	False
Word	L18S04W01	L18S04	spiller	False
Word	L18S04W02	L18S04	sås	False
Word	L18S04W03	L18S04	på	False
Word	L18S04W04	L18S04	tröjan	False
Sentence	L18S05	L18	Sentence05	False
Word	L18S05W00	L18S05	Han	False
Word	L18S05W01	L18S05	skänkte	False
Word	L18S05W02	L18S05	vinsten	False
Word	L18S05W03	L18S05	till	False
Word	L18S05W04	L18S05	ett	False
Word	L18S05W05	L18S05	sjukhus	False
Sentence	L18S06	L18	Sentence06	False
Word	L18S06W00	L18S06	Killarna	False
Word	L18S06W01	L18S06	spelar	False
Word	L18S06W02	L18S06	squash	False
Word	L18S06W03	L18S06	på	False
Word	L18S06W04	L18S06	lördag	False
Sentence	L18S07	L18	Sentence07	False
Word	L18S07W00	L18S07	Tjejen	False
Word	L18S07W01	L18S07	hoppade	False
Word	L18S07W02	L18S07	i	False
Word	L18S07W03	L18S07	snödrivan	False
Sentence	L18S08	L18	Sentence08	False
Word	L18S08W00	L18S08	Alla	False
Word	L18S08W01	L18S08	äpplen	False
Word	L18S08W02	L18S08	låg	False
Word	L18S08W03	L18S08	på	False
Word	L18S08W04	L18S08	marken	False
Sentence	L18S09	L18	Sentence09	False
Word	L18S09W00	L18S09	Katten	False
Word	L18S09W01	L18S09	ska	False
Word	L18S09W02	L18S09	få	False
Word	L18S09W03	L18S09	ungar	False
				
List	L19	HINT	Lista 20	False
Sentence	L19S00	L19	Sentence00	False
Word	L19S00W00	L19S00	Tanten	False
Word	L19S00W01	L19S00	säljer	False
Word	L19S00W02	L19S00	en	False
Word	L19S00W03	L19S00	gammal	False
Word	L19S00W04	L19S00	soffa	False
Sentence	L19S01	L19	Sentence01	False
Word	L19S01W00	L19S01	Vi	False
Word	L19S01W01	L19S01	ska	False
Word	L19S01W02	L19S01	sy	False
Word	L19S01W03	L19S01	åtta	False
Word	L19S01W04	L19S01	par	False
Word	L19S01W05	L19S01	byxor	False
Sentence	L19S02	L19	Sentence02	False
Word	L19S02W00	L19S02	Det	False
Word	L19S02W01	L19S02	låg	False
Word	L19S02W02	L19S02	fem	False
Word	L19S02W03	L19S02	kritor	False
Word	L19S02W04	L19S02	i	False
Word	L19S02W05	L19S02	badkaret	False
Sentence	L19S03	L19	Sentence03	False
Word	L19S03W00	L19S03	Hon	False
Word	L19S03W01	L19S03	dök	False
Word	L19S03W02	L19S03	ner	False
Word	L19S03W03	L19S03	i	False
Word	L19S03W04	L19S03	floden	False
Sentence	L19S04	L19	Sentence04	False
Word	L19S04W00	L19S04	Temperaturen	False
Word	L19S04W01	L19S04	sjönk	False
Word	L19S04W02	L19S04	under	False
Word	L19S04W03	L19S04	noll	False
Sentence	L19S05	L19	Sentence05	False
Word	L19S05W00	L19S05	Optikern	False
Word	L19S05W01	L19S05	ser	False
Word	L19S05W02	L19S05	en	False
Word	L19S05W03	L19S05	fågel	False
Sentence	L19S06	L19	Sentence06	False
Word	L19S06W00	L19S06	Fem	False
Word	L19S06W01	L19S06	svarta	False
Word	L19S06W02	L19S06	valpar	False
Word	L19S06W03	L19S06	låg	False
Word	L19S06W04	L19S06	på	False
Word	L19S06W05	L19S06	filten	False
Sentence	L19S07	L19	Sentence07	False
Word	L19S07W00	L19S07	Studenten	False
Word	L19S07W01	L19S07	vann	False
Word	L19S07W02	L19S07	en	False
Word	L19S07W03	L19S07	biobiljett	False
Sentence	L19S08	L19	Sentence08	False
Word	L19S08W00	L19S08	Barnen	False
Word	L19S08W01	L19S08	smög	False
Word	L19S08W02	L19S08	i	False
Word	L19S08W03	L19S08	buskarna	False
Sentence	L19S09	L19	Sentence09	False
Word	L19S09W00	L19S09	Kvinnan	False
Word	L19S09W01	L19S09	dansade	False
Word	L19S09W02	L19S09	hela	False
Word	L19S09W03	L19S09	natten	False
				
List	L20	HINT	Lista 21	False
Sentence	L20S00	L20	Sentence00	False
Word	L20S00W00	L20S00	Staketet	False
Word	L20S00W01	L20S00	målades	False
Word	L20S00W02	L20S00	vitt	False
Sentence	L20S01	L20	Sentence01	False
Word	L20S01W00	L20S01	Längs	False
Word	L20S01W01	L20S01	muren	False
Word	L20S01W02	L20S01	växte	False
Word	L20S01W03	L20S01	röda	False
Word	L20S01W04	L20S01	liljor	False
Sentence	L20S02	L20	Sentence02	False
Word	L20S02W00	L20S02	Barnen	False
Word	L20S02W01	L20S02	paddlade	False
Word	L20S02W02	L20S02	runt	False
Word	L20S02W03	L20S02	sjön	False
Sentence	L20S03	L20	Sentence03	False
Word	L20S03W00	L20S03	Fyra	False
Word	L20S03W01	L20S03	män	False
Word	L20S03W02	L20S03	sjöng	False
Word	L20S03W03	L20S03	i	False
Word	L20S03W04	L20S03	kyrkan	False
Sentence	L20S04	L20	Sentence04	False
Word	L20S04W00	L20S04	Mannen	False
Word	L20S04W01	L20S04	låg	False
Word	L20S04W02	L20S04	på	False
Word	L20S04W03	L20S04	stranden	False
Sentence	L20S05	L20	Sentence05	False
Word	L20S05W00	L20S05	Läkaren	False
Word	L20S05W01	L20S05	hälsar	False
Word	L20S05W02	L20S05	på	False
Word	L20S05W03	L20S05	sin	False
Word	L20S05W04	L20S05	dotter	False
Sentence	L20S06	L20	Sentence06	False
Word	L20S06W00	L20S06	Blommorna	False
Word	L20S06W01	L20S06	i	False
Word	L20S06W02	L20S06	vasen	False
Word	L20S06W03	L20S06	är	False
Word	L20S06W04	L20S06	blåa	False
Sentence	L20S07	L20	Sentence07	False
Word	L20S07W00	L20S07	Kvinnan	False
Word	L20S07W01	L20S07	i	False
Word	L20S07W02	L20S07	kiosken	False
Word	L20S07W03	L20S07	har	False
Word	L20S07W04	L20S07	vitt	False
Word	L20S07W05	L20S07	hår	False
Sentence	L20S08	L20	Sentence08	False
Word	L20S08W00	L20S08	Flickan	False
Word	L20S08W01	L20S08	letar	False
Word	L20S08W02	L20S08	efter	False
Word	L20S08W03	L20S08	strumporna	False
Sentence	L20S09	L20	Sentence09	False
Word	L20S09W00	L20S09	Pojken	False
Word	L20S09W01	L20S09	såg	False
Word	L20S09W02	L20S09	det	False
Word	L20S09W03	L20S09	gröna	False
Word	L20S09W04	L20S09	tyget	False
				
List	L21	HINT	Lista 22	False
Sentence	L21S00	L21	Sentence00	False
Word	L21S00W00	L21S00	Kossan	False
Word	L21S00W01	L21S00	betar	False
Word	L21S00W02	L21S00	grönt	False
Word	L21S00W03	L21S00	gräs	False
Word	L21S00W04	L21S00	i	False
Word	L21S00W05	L21S00	hagen	False
Sentence	L21S01	L21	Sentence01	False
Word	L21S01W00	L21S01	Marken	False
Word	L21S01W01	L21S01	blir	False
Word	L21S01W02	L21S01	hård	False
Word	L21S01W03	L21S01	när	False
Word	L21S01W04	L21S01	det	False
Word	L21S01W05	L21S01	är	False
Word	L21S01W06	L21S01	tjäle	False
Sentence	L21S02	L21	Sentence02	False
Word	L21S02W00	L21S02	Farmor	False
Word	L21S02W01	L21S02	köpte	False
Word	L21S02W02	L21S02	femton	False
Word	L21S02W03	L21S02	fiskar	False
Sentence	L21S03	L21	Sentence03	False
Word	L21S03W00	L21S03	Valpen	False
Word	L21S03W01	L21S03	svalkade	False
Word	L21S03W02	L21S03	sig	False
Word	L21S03W03	L21S03	i	False
Word	L21S03W04	L21S03	skuggan	False
Sentence	L21S04	L21	Sentence04	False
Word	L21S04W00	L21S04	Kvinnan	False
Word	L21S04W01	L21S04	hjälper	False
Word	L21S04W02	L21S04	sina	False
Word	L21S04W03	L21S04	barn	False
Sentence	L21S05	L21	Sentence05	False
Word	L21S05W00	L21S05	Den	False
Word	L21S05W01	L21S05	blå	False
Word	L21S05W02	L21S05	flaskan	False
Word	L21S05W03	L21S05	står	False
Word	L21S05W04	L21S05	på	False
Word	L21S05W05	L21S05	hyllan	False
Sentence	L21S06	L21	Sentence06	False
Word	L21S06W00	L21S06	Stegen	False
Word	L21S06W01	L21S06	är	False
Word	L21S06W02	L21S06	två	False
Word	L21S06W03	L21S06	meter	False
Word	L21S06W04	L21S06	lång	False
Sentence	L21S07	L21	Sentence07	False
Word	L21S07W00	L21S07	Ungarna	False
Word	L21S07W01	L21S07	satt	False
Word	L21S07W02	L21S07	framför	False
Word	L21S07W03	L21S07	datorn	False
Sentence	L21S08	L21	Sentence08	False
Word	L21S08W00	L21S08	Pojken	False
Word	L21S08W01	L21S08	hade	False
Word	L21S08W02	L21S08	sönder	False
Word	L21S08W03	L21S08	staketet	False
Sentence	L21S09	L21	Sentence09	False
Word	L21S09W00	L21S09	Rektorn	False
Word	L21S09W01	L21S09	rättade	False
Word	L21S09W02	L21S09	till	False
Word	L21S09W03	L21S09	slipsen	False
				
List	L22	HINT	Lista 23	False
Sentence	L22S00	L22	Sentence00	False
Word	L22S00W00	L22S00	Pojken	False
Word	L22S00W01	L22S00	har	False
Word	L22S00W02	L22S00	tretton	False
Word	L22S00W03	L22S00	kusiner	False
Sentence	L22S01	L22	Sentence01	False
Word	L22S01W00	L22S01	Fyra	False
Word	L22S01W01	L22S01	gula	False
Word	L22S01W02	L22S01	bilar	False
Word	L22S01W03	L22S01	stod	False
Word	L22S01W04	L22S01	i	False
Word	L22S01W05	L22S01	kön	False
Sentence	L22S02	L22	Sentence02	False
Word	L22S02W00	L22S02	Tavlan	False
Word	L22S02W01	L22S02	var	False
Word	L22S02W02	L22S02	målad	False
Word	L22S02W03	L22S02	i	False
Word	L22S02W04	L22S02	rött	False
Sentence	L22S03	L22	Sentence03	False
Word	L22S03W00	L22S03	Mattan	False
Word	L22S03W01	L22S03	vädrades	False
Word	L22S03W02	L22S03	på	False
Word	L22S03W03	L22S03	balkongen	False
Sentence	L22S04	L22	Sentence04	False
Word	L22S04W00	L22S04	Fem	False
Word	L22S04W01	L22S04	tjejer	False
Word	L22S04W02	L22S04	sprang	False
Word	L22S04W03	L22S04	på	False
Word	L22S04W04	L22S04	skolgården	False
Sentence	L22S05	L22	Sentence05	False
Word	L22S05W00	L22S05	Huset	False
Word	L22S05W01	L22S05	hade	False
Word	L22S05W02	L22S05	nio	False
Word	L22S05W03	L22S05	sovrum	False
Sentence	L22S06	L22	Sentence06	False
Word	L22S06W00	L22S06	Tjusningen	False
Word	L22S06W01	L22S06	med	False
Word	L22S06W02	L22S06	vintern	False
Word	L22S06W03	L22S06	är	False
Word	L22S06W04	L22S06	snön	False
Sentence	L22S07	L22	Sentence07	False
Word	L22S07W00	L22S07	Farmor	False
Word	L22S07W01	L22S07	rensade	False
Word	L22S07W02	L22S07	i	False
Word	L22S07W03	L22S07	klädskåpet	False
Sentence	L22S08	L22	Sentence08	False
Word	L22S08W00	L22S08	Flickan	False
Word	L22S08W01	L22S08	handlade	False
