Id	Transcription
L00S197W00P01	ɛ̝
L00S197W00P02	ŋː
L00S198W00P00	h
L00S198W00P01	a
L00S198W00P02	kː
L01S00W00P00	h
L01S00W00P01	ɑː
L01S00W00P02	l
L01S01W00P00	h
L01S01W00P01	a
L01S01W00P02	lː
L01S01W00P03	m
L01S02W00P00	h
L01S02W00P01	a
L01S02W00P02	mː
L01S02W00P03	n
L01S03W00P00	h
L01S03W00P01	a
L01S03W00P02	nː
L01S03W00P03	d
L01S03W00P04	s
L01S04W00P00	h
L01S04W00P01	ɑː
L01S04W00P02	t
L01S05W00P00	h
L01S05W00P01	ɛ̝
L01S05W00P02	mː
L01S05W00P03	s
L01S05W00P04	k
L01S06W00P00	h
L01S06W00P01	ɛ̝
L01S06W00P02	mː
L01S06W00P03	s
L01S06W00P04	k
L01S06W00P05	t
L01S07W00P00	h
L01S07W00P01	eː
L01S07W00P02	s
L01S08W00P00	h
L01S08W00P01	eː
L01S08W00P02	t
L01S09W00P00	h
L01S09W00P01	ɪ
L01S09W00P02	ŋː
L01S09W00P03	s
L01S09W00P04	t
L01S10W00P00	h
L01S10W00P01	ɪ
L01S10W00P02	ŋː
L01S10W00P03	k
L01S11W00P00	h
L01S11W00P01	ɔ
L01S11W00P02	pː
L01S12W00P00	h
L01S12W00P01	uː
L01S12W00P02	ɖ
L01S13W00P00	h
L01S13W00P01	ʉː
L01S13W00P02	d
L01S14W00P00	h
L01S14W00P01	ɵ
L01S14W00P02	ɡː
L01S15W00P00	h
L01S15W00P01	ʉː
L01S15W00P02	v
L01S16W00P00	h
L01S16W00P01	yː
L01S17W00P00	h
L01S17W00P01	ʏ
L01S17W00P02	fː
L01S17W00P03	s
L01S18W00P00	h
L01S18W00P01	ʏ
L01S18W00P02	sː
L01S19W00P00	h
L01S19W00P01	ʏ
L01S19W00P02	tː
L01S20W00P00	h
L01S20W00P01	oː
L01S20W00P02	l
L01S21W00P00	h
L01S21W00P01	ɛ̝
L01S21W00P02	kː
L01S22W00P00	h
L01S22W00P01	ɛː
L01S22W00P02	l
L01S23W00P00	h
L01S23W00P01	ɛ̝
L01S23W00P02	tː
L01S23W00P03	s
L01S23W00P04	k
L01S24W00P00	h
L01S24W00P01	øː
L01S25W00P00	h
L01S25W00P01	ø̞
L01S25W00P02	fː
L01S25W00P03	t
L01S26W00P00	h
