// Setup
SequentiallyOrderedLists = True
SequentiallyOrderedSentences = True
SequentiallyOrderedWords = True
SequentiallyOrderedPhonemes = True
PresetLevel = ListCollection

// Components
// LinguisticLevel	Id	ParentId	PrimaryStringRepresentation	IsPractiseComponent

ListCollection	SwedishPB23		SwedishPB23	False
Word	L00S95W00	L00S95	fack	False
Phoneme	L00S95W00P00	L00S95W00	f	False
Phoneme	L00S95W00P01	L00S95W00	a	False
Phoneme	L00S95W00P02	L00S95W00	kː	False
Sentence	L00S96	L00	Sentence96	False
Word	L00S96W00	L00S96	falsk	False
Phoneme	L00S96W00P00	L00S96W00	f	False
Phoneme	L00S96W00P01	L00S96W00	a	False
Phoneme	L00S96W00P02	L00S96W00	lː	False
Phoneme	L00S96W00P03	L00S96W00	s	False
Phoneme	L00S96W00P04	L00S96W00	k	False
Sentence	L00S97	L00	Sentence97	False
Word	L00S97W00	L00S97	famn	False
Phoneme	L00S97W00P00	L00S97W00	f	False
Phoneme	L00S97W00P01	L00S97W00	a	False
Phoneme	L00S97W00P02	L00S97W00	mː	False
Phoneme	L00S97W00P03	L00S97W00	n	False
Sentence	L00S98	L00	Sentence98	False
Word	L00S98W00	L00S98	far	False
Phoneme	L00S98W00P00	L00S98W00	f	False
Phoneme	L00S98W00P01	L00S98W00	ɑː	False
Phoneme	L00S98W00P02	L00S98W00	r	False
Sentence	L00S99	L00	Sentence99	False
Word	L00S99W00	L00S99	fart	False
Phoneme	L00S99W00P00	L00S99W00	f	False
Phoneme	L00S99W00P01	L00S99W00	ɑː	False
Phoneme	L00S99W00P02	L00S99W00	ʈ	False
Sentence	L00S100	L00	Sentence100	False
Word	L00S100W00	L00S100	fat	False
Phoneme	L00S100W00P00	L00S100W00	f	False
Phoneme	L00S100W00P01	L00S100W00	ɑː	False
Phoneme	L00S100W00P02	L00S100W00	t	False
Sentence	L00S101	L00	Sentence101	False
Word	L00S101W00	L00S101	feg	False
Phoneme	L00S101W00P00	L00S101W00	f	False
Phoneme	L00S101W00P01	L00S101W00	eː	False
Phoneme	L00S101W00P02	L00S101W00	ɡ	False
Sentence	L00S102	L00	Sentence102	False
Word	L00S102W00	L00S102	fejd	False
Phoneme	L00S102W00P00	L00S102W00	f	False
Phoneme	L00S102W00P01	L00S102W00	ɛ̝	False
Phoneme	L00S102W00P02	L00S102W00	ʝː	False
Phoneme	L00S102W00P03	L00S102W00	d	False
Sentence	L00S103	L00	Sentence103	False
Word	L00S103W00	L00S103	fett	False
Phoneme	L00S103W00P00	L00S103W00	f	False
Phoneme	L00S103W00P01	L00S103W00	ɛ̝	False
Phoneme	L00S103W00P02	L00S103W00	tː	False
Sentence	L00S104	L00	Sentence104	False
Word	L00S104W00	L00S104	fik	False
Phoneme	L00S104W00P00	L00S104W00	f	False
Phoneme	L00S104W00P01	L00S104W00	iː	False
Phoneme	L00S104W00P02	L00S104W00	k	False
Sentence	L00S105	L00	Sentence105	False
Word	L00S105W00	L00S105	fil	False
Phoneme	L00S105W00P00	L00S105W00	f	False
Phoneme	L00S105W00P01	L00S105W00	iː	False
Phoneme	L00S105W00P02	L00S105W00	l	False
Sentence	L00S106	L00	Sentence106	False
Word	L00S106W00	L00S106	filt	False
Phoneme	L00S106W00P00	L00S106W00	f	False
Phoneme	L00S106W00P01	L00S106W00	ɪ	False
Phoneme	L00S106W00P02	L00S106W00	lː	False
Phoneme	L00S106W00P03	L00S106W00	t	False
Sentence	L00S107	L00	Sentence107	False
Word	L00S107W00	L00S107	fisk	False
Phoneme	L00S107W00P00	L00S107W00	f	False
Phoneme	L00S107W00P01	L00S107W00	ɪ	False
Phoneme	L00S107W00P02	L00S107W00	sː	False
Phoneme	L00S107W00P03	L00S107W00	k	False
Sentence	L00S108	L00	Sentence108	False
Word	L00S108W00	L00S108	fjun	False
Phoneme	L00S108W00P00	L00S108W00	f	False
Phoneme	L00S108W00P01	L00S108W00	ʝ	False
Phoneme	L00S108W00P02	L00S108W00	ʉː	False
Phoneme	L00S108W00P03	L00S108W00	n	False
Sentence	L00S109	L00	Sentence109	False
Word	L00S109W00	L00S109	fjäsk	False
Phoneme	L00S109W00P00	L00S109W00	f	False
Phoneme	L00S109W00P01	L00S109W00	ʝ	False
Phoneme	L00S109W00P02	L00S109W00	ɛ̝	False
Phoneme	L00S109W00P03	L00S109W00	sː	False
Phoneme	L00S109W00P04	L00S109W00	k	False
Sentence	L00S110	L00	Sentence110	False
Word	L00S110W00	L00S110	flak	False
Phoneme	L00S110W00P00	L00S110W00	f	False
Phoneme	L00S110W00P01	L00S110W00	l	False
Phoneme	L00S110W00P02	L00S110W00	ɑː	False
Phoneme	L00S110W00P03	L00S110W00	k	False
Sentence	L00S111	L00	Sentence111	False
Word	L00S111W00	L00S111	flams	False
Phoneme	L00S111W00P00	L00S111W00	f	False
Phoneme	L00S111W00P01	L00S111W00	l	False
Phoneme	L00S111W00P02	L00S111W00	a	False
Phoneme	L00S111W00P03	L00S111W00	mː	False
Phoneme	L00S111W00P04	L00S111W00	s	False
Sentence	L00S112	L00	Sentence112	False
Word	L00S112W00	L00S112	flank	False
Phoneme	L00S112W00P00	L00S112W00	f	False
Phoneme	L00S112W00P01	L00S112W00	l	False
Phoneme	L00S112W00P02	L00S112W00	a	False
Phoneme	L00S112W00P03	L00S112W00	ŋː	False
Phoneme	L00S112W00P04	L00S112W00	k	False
Sentence	L00S113	L00	Sentence113	False
Word	L00S113W00	L00S113	flik	False
Phoneme	L00S113W00P00	L00S113W00	f	False
Phoneme	L00S113W00P01	L00S113W00	l	False
Phoneme	L00S113W00P02	L00S113W00	iː	False
Phoneme	L00S113W00P03	L00S113W00	k	False
Sentence	L00S114	L00	Sentence114	False
Word	L00S114W00	L00S114	flin	False
Phoneme	L00S114W00P00	L00S114W00	f	False
Phoneme	L00S114W00P01	L00S114W00	l	False
Phoneme	L00S114W00P02	L00S114W00	iː	False
Phoneme	L00S114W00P03	L00S114W00	n	False
Sentence	L00S115	L00	Sentence115	False
Word	L00S115W00	L00S115	flit	False
Phoneme	L00S115W00P00	L00S115W00	f	False
Phoneme	L00S115W00P01	L00S115W00	l	False
Phoneme	L00S115W00P02	L00S115W00	iː	False
Phoneme	L00S115W00P03	L00S115W00	t	False
Sentence	L00S116	L00	Sentence116	False
Word	L00S116W00	L00S116	flock	False
Phoneme	L00S116W00P00	L00S116W00	f	False
Phoneme	L00S116W00P01	L00S116W00	l	False
Phoneme	L00S116W00P02	L00S116W00	ɔ	False
Phoneme	L00S116W00P03	L00S116W00	kː	False
Sentence	L00S117	L00	Sentence117	False
Word	L00S117W00	L00S117	fly	False
Phoneme	L00S117W00P00	L00S117W00	f	False
Phoneme	L00S117W00P01	L00S117W00	l	False
Phoneme	L00S117W00P02	L00S117W00	yː	False
Sentence	L00S118	L00	Sentence118	False
Word	L00S118W00	L00S118	flyt	False
Phoneme	L00S118W00P00	L00S118W00	f	False
Phoneme	L00S118W00P01	L00S118W00	l	False
Phoneme	L00S118W00P02	L00S118W00	yː	False
Phoneme	L00S118W00P03	L00S118W00	t	False
Sentence	L00S119	L00	Sentence119	False
Word	L00S119W00	L00S119	flytt	False
Phoneme	L00S119W00P00	L00S119W00	f	False
Phoneme	L00S119W00P01	L00S119W00	l	False
Phoneme	L00S119W00P02	L00S119W00	ʏ	False
Phoneme	L00S119W00P03	L00S119W00	tː	False
Sentence	L00S120	L00	Sentence120	False
Word	L00S120W00	L00S120	flå	False
Phoneme	L00S120W00P00	L00S120W00	f	False
Phoneme	L00S120W00P01	L00S120W00	l	False
Phoneme	L00S120W00P02	L00S120W00	oː	False
Sentence	L00S121	L00	Sentence121	False
Word	L00S121W00	L00S121	flås	False
Phoneme	L00S121W00P00	L00S121W00	f	False
Phoneme	L00S121W00P01	L00S121W00	l	False
Phoneme	L00S121W00P02	L00S121W00	oː	False
Phoneme	L00S121W00P03	L00S121W00	s	False
Sentence	L00S122	L00	Sentence122	False
Word	L00S122W00	L00S122	fläck	False
Phoneme	L00S122W00P00	L00S122W00	f	False
Phoneme	L00S122W00P01	L00S122W00	l	False
Phoneme	L00S122W00P02	L00S122W00	ɛ̝	False
Phoneme	L00S122W00P03	L00S122W00	kː	False
Sentence	L00S123	L00	Sentence123	False
Word	L00S123W00	L00S123	fläsk	False
Phoneme	L00S123W00P00	L00S123W00	f	False
Phoneme	L00S123W00P01	L00S123W00	l	False
Phoneme	L00S123W00P02	L00S123W00	ɛ̝	False
Phoneme	L00S123W00P03	L00S123W00	sː	False
Phoneme	L00S123W00P04	L00S123W00	k	False
Sentence	L00S124	L00	Sentence124	False
Word	L00S124W00	L00S124	flöjt	False
Phoneme	L00S124W00P00	L00S124W00	f	False
Phoneme	L00S124W00P01	L00S124W00	l	False
Phoneme	L00S124W00P02	L00S124W00	ø̞	False
Phoneme	L00S124W00P03	L00S124W00	ʝː	False
Phoneme	L00S124W00P04	L00S124W00	t	False
Sentence	L00S125	L00	Sentence125	False
Word	L00S125W00	L00S125	fnatt	False
Phoneme	L00S125W00P00	L00S125W00	f	False
Phoneme	L00S125W00P01	L00S125W00	n	False
Phoneme	L00S125W00P02	L00S125W00	a	False
Phoneme	L00S125W00P03	L00S125W00	tː	False
Sentence	L00S126	L00	Sentence126	False
Word	L00S126W00	L00S126	fniss	False
Phoneme	L00S126W00P00	L00S126W00	f	False
Phoneme	L00S126W00P01	L00S126W00	n	False
Phoneme	L00S126W00P02	L00S126W00	ɪ	False
Phoneme	L00S126W00P03	L00S126W00	sː	False
Sentence	L00S127	L00	Sentence127	False
Word	L00S127W00	L00S127	fog	False
Phoneme	L00S127W00P00	L00S127W00	f	False
Phoneme	L00S127W00P01	L00S127W00	uː	False
Phoneme	L00S127W00P02	L00S127W00	ɡ	False
Sentence	L00S128	L00	Sentence128	False
Word	L00S128W00	L00S128	fond	False
Phoneme	L00S128W00P00	L00S128W00	f	False
Phoneme	L00S128W00P01	L00S128W00	ɔ	False
Phoneme	L00S128W00P02	L00S128W00	nː	False
Phoneme	L00S128W00P03	L00S128W00	d	False
Sentence	L00S129	L00	Sentence129	False
Word	L00S129W00	L00S129	fot	False
Phoneme	L00S129W00P00	L00S129W00	f	False
Phoneme	L00S129W00P01	L00S129W00	uː	False
Phoneme	L00S129W00P02	L00S129W00	t	False
Sentence	L00S130	L00	Sentence130	False
Word	L00S130W00	L00S130	frack	False
Phoneme	L00S130W00P00	L00S130W00	f	False
Phoneme	L00S130W00P01	L00S130W00	r	False
Phoneme	L00S130W00P02	L00S130W00	a	False
Phoneme	L00S130W00P03	L00S130W00	kː	False
Sentence	L00S131	L00	Sentence131	False
Word	L00S131W00	L00S131	frakt	False
Phoneme	L00S131W00P00	L00S131W00	f	False
Phoneme	L00S131W00P01	L00S131W00	r	False
Phoneme	L00S131W00P02	L00S131W00	a	False
Phoneme	L00S131W00P03	L00S131W00	kː	False
Phoneme	L00S131W00P04	L00S131W00	t	False
Sentence	L00S132	L00	Sentence132	False
Word	L00S132W00	L00S132	fru	False
Phoneme	L00S132W00P00	L00S132W00	f	False
Phoneme	L00S132W00P01	L00S132W00	r	False
Phoneme	L00S132W00P02	L00S132W00	ʉː	False
Sentence	L00S133	L00	Sentence133	False
Word	L00S133W00	L00S133	frukt	False
Phoneme	L00S133W00P00	L00S133W00	f	False
Phoneme	L00S133W00P01	L00S133W00	r	False
Phoneme	L00S133W00P02	L00S133W00	ɵ	False
Phoneme	L00S133W00P03	L00S133W00	kː	False
Phoneme	L00S133W00P04	L00S133W00	t	False
Sentence	L00S134	L00	Sentence134	False
Word	L00S134W00	L00S134	frys	False
Phoneme	L00S134W00P00	L00S134W00	f	False
Phoneme	L00S134W00P01	L00S134W00	r	False
Phoneme	L00S134W00P02	L00S134W00	yː	False
Phoneme	L00S134W00P03	L00S134W00	s	False
Sentence	L00S135	L00	Sentence135	False
Word	L00S135W00	L00S135	fryst	False
Phoneme	L00S135W00P00	L00S135W00	f	False
Phoneme	L00S135W00P01	L00S135W00	r	False
Phoneme	L00S135W00P02	L00S135W00	yː	False
Phoneme	L00S135W00P03	L00S135W00	s	False
Phoneme	L00S135W00P04	L00S135W00	t	False
Sentence	L00S136	L00	Sentence136	False
Word	L00S136W00	L00S136	fräck	False
Phoneme	L00S136W00P00	L00S136W00	f	False
Phoneme	L00S136W00P01	L00S136W00	r	False
Phoneme	L00S136W00P02	L00S136W00	ɛ̝	False
Phoneme	L00S136W00P03	L00S136W00	kː	False
Sentence	L00S137	L00	Sentence137	False
Word	L00S137W00	L00S137	frälst	False
Phoneme	L00S137W00P00	L00S137W00	f	False
Phoneme	L00S137W00P01	L00S137W00	r	False
Phoneme	L00S137W00P02	L00S137W00	ɛ̝	False
Phoneme	L00S137W00P03	L00S137W00	lː	False
Phoneme	L00S137W00P04	L00S137W00	s	False
Phoneme	L00S137W00P05	L00S137W00	t	False
Sentence	L00S138	L00	Sentence138	False
Word	L00S138W00	L00S138	främst	False
Phoneme	L00S138W00P00	L00S138W00	f	False
Phoneme	L00S138W00P01	L00S138W00	r	False
Phoneme	L00S138W00P02	L00S138W00	ɛ̝	False
Phoneme	L00S138W00P03	L00S138W00	mː	False
Phoneme	L00S138W00P04	L00S138W00	s	False
Phoneme	L00S138W00P05	L00S138W00	t	False
Sentence	L00S139	L00	Sentence139	False
Word	L00S139W00	L00S139	frän	False
Phoneme	L00S139W00P00	L00S139W00	f	False
Phoneme	L00S139W00P01	L00S139W00	r	False
Phoneme	L00S139W00P02	L00S139W00	ɛː	False
Phoneme	L00S139W00P03	L00S139W00	n	False
Sentence	L00S140	L00	Sentence140	False
Word	L00S140W00	L00S140	fukt	False
Phoneme	L00S140W00P00	L00S140W00	f	False
Phoneme	L00S140W00P01	L00S140W00	ɵ	False
Phoneme	L00S140W00P02	L00S140W00	kː	False
Phoneme	L00S140W00P03	L00S140W00	t	False
Sentence	L00S141	L00	Sentence141	False
Word	L00S141W00	L00S141	fusk	False
Phoneme	L00S141W00P00	L00S141W00	f	False
Phoneme	L00S141W00P01	L00S141W00	ɵ	False
Phoneme	L00S141W00P02	L00S141W00	sː	False
Phoneme	L00S141W00P03	L00S141W00	k	False
Sentence	L00S142	L00	Sentence142	False
Word	L00S142W00	L00S142	fylld	False
Phoneme	L00S142W00P00	L00S142W00	f	False
Phoneme	L00S142W00P01	L00S142W00	ʏ	False
Phoneme	L00S142W00P02	L00S142W00	lː	False
Phoneme	L00S142W00P03	L00S142W00	d	False
Sentence	L00S143	L00	Sentence143	False
Word	L00S143W00	L00S143	fynd	False
Phoneme	L00S143W00P00	L00S143W00	f	False
Phoneme	L00S143W00P01	L00S143W00	ʏ	False
Phoneme	L00S143W00P02	L00S143W00	nː	False
Phoneme	L00S143W00P03	L00S143W00	d	False
Sentence	L00S144	L00	Sentence144	False
Word	L00S144W00	L00S144	fångst	False
Phoneme	L00S144W00P00	L00S144W00	f	False
Phoneme	L00S144W00P01	L00S144W00	ɔ	False
Phoneme	L00S144W00P02	L00S144W00	ŋː	False
Phoneme	L00S144W00P03	L00S144W00	s	False
Phoneme	L00S144W00P04	L00S144W00	t	False
Sentence	L00S145	L00	Sentence145	False
Word	L00S145W00	L00S145	fälg	False
Phoneme	L00S145W00P00	L00S145W00	f	False
Phoneme	L00S145W00P01	L00S145W00	ɛ̝	False
Phoneme	L00S145W00P02	L00S145W00	lː	False
Phoneme	L00S145W00P03	L00S145W00	ʝ	False
Sentence	L00S146	L00	Sentence146	False
Word	L00S146W00	L00S146	färd	False
Phoneme	L00S146W00P00	L00S146W00	f	False
Phoneme	L00S146W00P01	L00S146W00	ɛː	False
Phoneme	L00S146W00P02	L00S146W00	ɖ	False
Sentence	L00S147	L00	Sentence147	False
Word	L00S147W00	L00S147	färs	False
Phoneme	L00S147W00P00	L00S147W00	f	False
Phoneme	L00S147W00P01	L00S147W00	ɛ̝	False
Phoneme	L00S147W00P02	L00S147W00	ʂː	False
Sentence	L00S148	L00	Sentence148	False
Word	L00S148W00	L00S148	färsk	False
Phoneme	L00S148W00P00	L00S148W00	f	False
Phoneme	L00S148W00P01	L00S148W00	ɛ̝	False
Phoneme	L00S148W00P02	L00S148W00	ʂː	False
Phoneme	L00S148W00P03	L00S148W00	k	False
Sentence	L00S149	L00	Sentence149	False
Word	L00S149W00	L00S149	född	False
Phoneme	L00S149W00P00	L00S149W00	f	False
Phoneme	L00S149W00P01	L00S149W00	ø̞	False
Phoneme	L00S149W00P02	L00S149W00	dː	False
Sentence	L00S150	L00	Sentence150	False
Word	L00S150W00	L00S150	föl	False
Phoneme	L00S150W00P00	L00S150W00	f	False
Phoneme	L00S150W00P01	L00S150W00	øː	False
Phoneme	L00S150W00P02	L00S150W00	l	False
Sentence	L00S151	L00	Sentence151	False
Word	L00S151W00	L00S151	följd	False
Phoneme	L00S151W00P00	L00S151W00	f	False
Phoneme	L00S151W00P01	L00S151W00	ø̞	False
Phoneme	L00S151W00P02	L00S151W00	lː	False
Phoneme	L00S151W00P03	L00S151W00	ʝ	False
Phoneme	L00S151W00P04	L00S151W00	d	False
Sentence	L00S152	L00	Sentence152	False
Word	L00S152W00	L00S152	fön	False
Phoneme	L00S152W00P00	L00S152W00	f	False
Phoneme	L00S152W00P01	L00S152W00	øː	False
Phoneme	L00S152W00P02	L00S152W00	n	False
Sentence	L00S153	L00	Sentence153	False
Word	L00S153W00	L00S153	gas	False
Phoneme	L00S153W00P00	L00S153W00	ɡ	False
Phoneme	L00S153W00P01	L00S153W00	ɑː	False
Phoneme	L00S153W00P02	L00S153W00	s	False
Sentence	L00S154	L00	Sentence154	False
Word	L00S154W00	L00S154	gest	False
Phoneme	L00S154W00P00	L00S154W00	ɧ	False
Phoneme	L00S154W00P01	L00S154W00	ɛ̝	False
Phoneme	L00S154W00P02	L00S154W00	sː	False
Phoneme	L00S154W00P03	L00S154W00	t	False
Sentence	L00S155	L00	Sentence155	False
Word	L00S155W00	L00S155	gift	False
Phoneme	L00S155W00P00	L00S155W00	ʝ	False
Phoneme	L00S155W00P01	L00S155W00	ɪ	False
Phoneme	L00S155W00P02	L00S155W00	fː	False
Phoneme	L00S155W00P03	L00S155W00	t	False
Sentence	L00S156	L00	Sentence156	False
Word	L00S156W00	L00S156	glapp	False
Phoneme	L00S156W00P00	L00S156W00	ɡ	False
Phoneme	L00S156W00P01	L00S156W00	l	False
Phoneme	L00S156W00P02	L00S156W00	a	False
Phoneme	L00S156W00P03	L00S156W00	pː	False
Sentence	L00S157	L00	Sentence157	False
Word	L00S157W00	L00S157	glatt	False
Phoneme	L00S157W00P00	L00S157W00	ɡ	False
Phoneme	L00S157W00P01	L00S157W00	l	False
Phoneme	L00S157W00P02	L00S157W00	a	False
Phoneme	L00S157W00P03	L00S157W00	tː	False
Sentence	L00S158	L00	Sentence158	False
Word	L00S158W00	L00S158	gles	False
Phoneme	L00S158W00P00	L00S158W00	ɡ	False
Phoneme	L00S158W00P01	L00S158W00	l	False
Phoneme	L00S158W00P02	L00S158W00	eː	False
Phoneme	L00S158W00P03	L00S158W00	s	False
Sentence	L00S159	L00	Sentence159	False
Word	L00S159W00	L00S159	glid	False
Phoneme	L00S159W00P00	L00S159W00	ɡ	False
Phoneme	L00S159W00P01	L00S159W00	l	False
Phoneme	L00S159W00P02	L00S159W00	iː	False
Phoneme	L00S159W00P03	L00S159W00	d	False
Sentence	L00S160	L00	Sentence160	False
Word	L00S160W00	L00S160	glimt	False
Phoneme	L00S160W00P00	L00S160W00	ɡ	False
Phoneme	L00S160W00P01	L00S160W00	l	False
Phoneme	L00S160W00P02	L00S160W00	ɪ	False
Phoneme	L00S160W00P03	L00S160W00	mː	False
Phoneme	L00S160W00P04	L00S160W00	t	False
Sentence	L00S161	L00	Sentence161	False
Word	L00S161W00	L00S161	glo	False
Phoneme	L00S161W00P00	L00S161W00	ɡ	False
Phoneme	L00S161W00P01	L00S161W00	l	False
Phoneme	L00S161W00P02	L00S161W00	uː	False
Sentence	L00S162	L00	Sentence162	False
Word	L00S162W00	L00S162	glob	False
Phoneme	L00S162W00P00	L00S162W00	ɡ	False
Phoneme	L00S162W00P01	L00S162W00	l	False
Phoneme	L00S162W00P02	L00S162W00	uː	False
Phoneme	L00S162W00P03	L00S162W00	b	False
Sentence	L00S163	L00	Sentence163	False
Word	L00S163W00	L00S163	glugg	False
Phoneme	L00S163W00P00	L00S163W00	ɡ	False
Phoneme	L00S163W00P01	L00S163W00	l	False
Phoneme	L00S163W00P02	L00S163W00	ɵ	False
Phoneme	L00S163W00P03	L00S163W00	ɡː	False
Sentence	L00S164	L00	Sentence164	False
Word	L00S164W00	L00S164	glupsk	False
Phoneme	L00S164W00P00	L00S164W00	ɡ	False
Phoneme	L00S164W00P01	L00S164W00	l	False
Phoneme	L00S164W00P02	L00S164W00	ɵ	False
Phoneme	L00S164W00P03	L00S164W00	pː	False
Phoneme	L00S164W00P04	L00S164W00	s	False
Phoneme	L00S164W00P05	L00S164W00	k	False
Sentence	L00S165	L00	Sentence165	False
Word	L00S165W00	L00S165	glöd	False
Phoneme	L00S165W00P00	L00S165W00	ɡ	False
Phoneme	L00S165W00P01	L00S165W00	l	False
Phoneme	L00S165W00P02	L00S165W00	øː	False
Phoneme	L00S165W00P03	L00S165W00	d	False
Sentence	L00S166	L00	Sentence166	False
Word	L00S166W00	L00S166	glögg	False
Phoneme	L00S166W00P00	L00S166W00	ɡ	False
Phoneme	L00S166W00P01	L00S166W00	l	False
Phoneme	L00S166W00P02	L00S166W00	ø̞	False
Phoneme	L00S166W00P03	L00S166W00	ɡː	False
Sentence	L00S167	L00	Sentence167	False
Word	L00S167W00	L00S167	glömd	False
Phoneme	L00S167W00P00	L00S167W00	ɡ	False
Phoneme	L00S167W00P01	L00S167W00	l	False
Phoneme	L00S167W00P02	L00S167W00	ø̞	False
Phoneme	L00S167W00P03	L00S167W00	mː	False
Phoneme	L00S167W00P04	L00S167W00	d	False
Sentence	L00S168	L00	Sentence168	False
Word	L00S168W00	L00S168	glömsk	False
Phoneme	L00S168W00P00	L00S168W00	ɡ	False
Phoneme	L00S168W00P01	L00S168W00	l	False
Phoneme	L00S168W00P02	L00S168W00	ø̞	False
Phoneme	L00S168W00P03	L00S168W00	mː	False
Phoneme	L00S168W00P04	L00S168W00	s	False
Phoneme	L00S168W00P05	L00S168W00	k	False
Sentence	L00S169	L00	Sentence169	False
Word	L00S169W00	L00S169	gno	False
Phoneme	L00S169W00P00	L00S169W00	ɡ	False
Phoneme	L00S169W00P01	L00S169W00	n	False
Phoneme	L00S169W00P02	L00S169W00	uː	False
Sentence	L00S170	L00	Sentence170	False
Word	L00S170W00	L00S170	gny	False
Phoneme	L00S170W00P00	L00S170W00	ɡ	False
Phoneme	L00S170W00P01	L00S170W00	n	False
Phoneme	L00S170W00P02	L00S170W00	yː	False
Sentence	L00S171	L00	Sentence171	False
Word	L00S171W00	L00S171	gnäll	False
Phoneme	L00S171W00P00	L00S171W00	ɡ	False
Phoneme	L00S171W00P01	L00S171W00	n	False
Phoneme	L00S171W00P02	L00S171W00	ɛ̝	False
Phoneme	L00S171W00P03	L00S171W00	lː	False
Sentence	L00S172	L00	Sentence172	False
Word	L00S172W00	L00S172	golv	False
Phoneme	L00S172W00P00	L00S172W00	ɡ	False
Phoneme	L00S172W00P01	L00S172W00	ɔ	False
Phoneme	L00S172W00P02	L00S172W00	lː	False
Phoneme	L00S172W00P03	L00S172W00	v	False
Sentence	L00S173	L00	Sentence173	False
Word	L00S173W00	L00S173	gom	False
Phoneme	L00S173W00P00	L00S173W00	ɡ	False
Phoneme	L00S173W00P01	L00S173W00	ʊ	False
Phoneme	L00S173W00P02	L00S173W00	mː	False
Sentence	L00S174	L00	Sentence174	False
Word	L00S174W00	L00S174	grabb	False
Phoneme	L00S174W00P00	L00S174W00	ɡ	False
Phoneme	L00S174W00P01	L00S174W00	r	False
Phoneme	L00S174W00P02	L00S174W00	a	False
Phoneme	L00S174W00P03	L00S174W00	bː	False
Sentence	L00S175	L00	Sentence175	False
Word	L00S175W00	L00S175	grad	False
Phoneme	L00S175W00P00	L00S175W00	ɡ	False
Phoneme	L00S175W00P01	L00S175W00	r	False
Phoneme	L00S175W00P02	L00S175W00	ɑː	False
Phoneme	L00S175W00P03	L00S175W00	d	False
Sentence	L00S176	L00	Sentence176	False
Word	L00S176W00	L00S176	grann	False
Phoneme	L00S176W00P00	L00S176W00	ɡ	False
Phoneme	L00S176W00P01	L00S176W00	r	False
Phoneme	L00S176W00P02	L00S176W00	a	False
Phoneme	L00S176W00P03	L00S176W00	nː	False
Sentence	L00S177	L00	Sentence177	False
Word	L00S177W00	L00S177	grepp	False
Phoneme	L00S177W00P00	L00S177W00	ɡ	False
Phoneme	L00S177W00P01	L00S177W00	r	False
Phoneme	L00S177W00P02	L00S177W00	ɛ̝	False
Phoneme	L00S177W00P03	L00S177W00	pː	False
Sentence	L00S178	L00	Sentence178	False
Word	L00S178W00	L00S178	grind	False
Phoneme	L00S178W00P00	L00S178W00	ɡ	False
Phoneme	L00S178W00P01	L00S178W00	r	False
Phoneme	L00S178W00P02	L00S178W00	ɪ	False
Phoneme	L00S178W00P03	L00S178W00	nː	False
Phoneme	L00S178W00P04	L00S178W00	d	False
Sentence	L00S179	L00	Sentence179	False
Word	L00S179W00	L00S179	gris	False
Phoneme	L00S179W00P00	L00S179W00	ɡ	False
Phoneme	L00S179W00P01	L00S179W00	r	False
Phoneme	L00S179W00P02	L00S179W00	iː	False
Phoneme	L00S179W00P03	L00S179W00	s	False
Sentence	L00S180	L00	Sentence180	False
Word	L00S180W00	L00S180	gro	False
Phoneme	L00S180W00P00	L00S180W00	ɡ	False
Phoneme	L00S180W00P01	L00S180W00	r	False
Phoneme	L00S180W00P02	L00S180W00	uː	False
Sentence	L00S181	L00	Sentence181	False
Word	L00S181W00	L00S181	grupp	False
Phoneme	L00S181W00P00	L00S181W00	ɡ	False
Phoneme	L00S181W00P01	L00S181W00	r	False
Phoneme	L00S181W00P02	L00S181W00	ɵ	False
Phoneme	L00S181W00P03	L00S181W00	pː	False
Sentence	L00S182	L00	Sentence182	False
Word	L00S182W00	L00S182	grus	False
Phoneme	L00S182W00P00	L00S182W00	ɡ	False
Phoneme	L00S182W00P01	L00S182W00	r	False
Phoneme	L00S182W00P02	L00S182W00	ʉː	False
Phoneme	L00S182W00P03	L00S182W00	s	False
Sentence	L00S183	L00	Sentence183	False
Word	L00S183W00	L00S183	grym	False
Phoneme	L00S183W00P00	L00S183W00	ɡ	False
Phoneme	L00S183W00P01	L00S183W00	r	False
Phoneme	L00S183W00P02	L00S183W00	ʏ	False
Phoneme	L00S183W00P03	L00S183W00	mː	False
Sentence	L00S184	L00	Sentence184	False
Word	L00S184W00	L00S184	grå	False
Phoneme	L00S184W00P00	L00S184W00	ɡ	False
Phoneme	L00S184W00P01	L00S184W00	r	False
Phoneme	L00S184W00P02	L00S184W00	oː	False
Sentence	L00S185	L00	Sentence185	False
Word	L00S185W00	L00S185	gråt	False
Phoneme	L00S185W00P00	L00S185W00	ɡ	False
Phoneme	L00S185W00P01	L00S185W00	r	False
Phoneme	L00S185W00P02	L00S185W00	oː	False
Phoneme	L00S185W00P03	L00S185W00	t	False
Sentence	L00S186	L00	Sentence186	False
Word	L00S186W00	L00S186	gräl	False
Phoneme	L00S186W00P00	L00S186W00	ɡ	False
Phoneme	L00S186W00P01	L00S186W00	r	False
Phoneme	L00S186W00P02	L00S186W00	ɛː	False
Phoneme	L00S186W00P03	L00S186W00	l	False
Sentence	L00S187	L00	Sentence187	False
Word	L00S187W00	L00S187	gränd	False
Phoneme	L00S187W00P00	L00S187W00	ɡ	False
Phoneme	L00S187W00P01	L00S187W00	r	False
Phoneme	L00S187W00P02	L00S187W00	ɛ̝	False
